#######################;;;;;;;;;;;X
# muster; -1- ; -2- ; -3- ; -4- ; -5- ; -6- ;; -8- ;;;X
#######################;;;;;;;;;;;X
# Majors;;;;;;;;;;;X
# England;;;;;;;;;;;X
# England land brigades;;;;;;;;;;;X
BRIG_MODEL_ENG_6_2;¼Å¸Õ ÆÄÀÌ¾îÇÃ¶óÀÌ ;;;;;;;;;;X
BRIG_MODEL_ENG_6_3;17 ÆÄ¿îµå ¾ÆÃ³ ;;;;;;;;;;X
BRIG_MODEL_ENG_6_4;A39 ÅçÅäÀÌ½º ;;;;;;;;;;X
BRIG_MODEL_ENG_6_5;FV4101 Ã¼¸®¾îÆ¼¾î ;;;;;;;;;;X
BRIG_MODEL_ENG_6_6;;;;;;;;;;;X
BRIG_MODEL_ENG_6_7;FV4401 ÄÁÅÙ¼Å½º ;;;;;;;;;;X
BRIG_MODEL_ENG_7_0;¸¶Å© A ÈÖÆê ;;;;;;;;;;X
BRIG_MODEL_ENG_7_1;¸¶Å© C È£³Ý ;;;;;;;;;;X
BRIG_MODEL_ENG_7_2;ºòÄ¿Áî L-A Mk I ;;;;;;;;;;X
BRIG_MODEL_ENG_7_3;ºòÄ¿Áî L-A Mk II ;;;;;;;;;;X
BRIG_MODEL_ENG_7_4;ºòÄ¿Áî L-A Mk III ;;;;;;;;;;X
BRIG_MODEL_ENG_7_5;ºòÄ¿Áî L-A Mk VI ;;;;;;;;;;X
BRIG_MODEL_ENG_7_6;Mk. I A9 ¼øÇ×ÀüÂ÷ ;;;;;;;;;;X
BRIG_MODEL_ENG_7_7;Mk. II A10 ¼øÇ×ÀüÂ÷ ;;;;;;;;;;X
BRIG_MODEL_ENG_7_8;M5 Çã´Ï ;;;;;;;;;;X
BRIG_MODEL_ENG_8_0;¸¶Å© IV ;;;;;;;;;;X
BRIG_MODEL_ENG_8_1;¸¶Æ¿´Ù Mk. II ;;;;;;;;;;X
BRIG_MODEL_ENG_8_2;Mk. III ¹ß·»Å¸ÀÎ ;;;;;;;;;;X
BRIG_MODEL_ENG_8_3;Ã³Ä¥ Mk. III ;;;;;;;;;;X
BRIG_MODEL_ENG_8_4;Ã³Ä¥ Mk. VII ;;;;;;;;;;X
BRIG_MODEL_ENG_8_5;FV214 ÄÁÄõ·¯ ;;;;;;;;;;X
BRIG_MODEL_ENG_9_0;¸¶Å© I ;;;;;;;;;;X
BRIG_MODEL_ENG_9_1;A43 ºí·¢ÇÁ¸°½º ;;;;;;;;;;X
BRIG_MODEL_ENG_10_0;ÀüÀï¿ë ¿£ÁøÅ¾Á¦ Â÷ ;;;;;;;;;;X
BRIG_MODEL_ENG_10_1;·Ñ½º·ÎÀÌ½º Àå°©Â÷ ;;;;;;;;;;X
BRIG_MODEL_ENG_10_2;¶õÃ¼½ºÅÍ 6x4 Àå°©Â÷ ;;;;;;;;;;X
BRIG_MODEL_ENG_10_3;Ä«µç-·ÎÀÌµå Mk.VI ;;;;;;;;;;X
BRIG_MODEL_ENG_10_5;Çè¹ö Á¤ÂûÂ÷ ;;;;;;;;;;X
BRIG_MODEL_ENG_10_6;AEC Àå°©Â÷  Mk. III ;;;;;;;;;;X
BRIG_MODEL_ENG_10_7;Æä·µ Àå°©Â÷ ;;;;;;;;;;X
BRIG_MODEL_ENG_10_8;FV601 »ì¶óµò ;;;;;;;;;;X
# England air brigades;;;;;;;;;;;X
BRIG_MODEL_ENG_14_0;Æä¾î¸® III ;;;;;;;;;;X
BRIG_MODEL_ENG_14_1;¾Á/¸®ÆÝ/´Ô·Îµå ;;;;;;;;;;X
BRIG_MODEL_ENG_14_2;»þÅ©/¹èÇÉ/¾¾ ±Û·¡µð¿¡ÀÌÅÍ ;;;;;;;;;;X
BRIG_MODEL_ENG_14_3;½ºÅ¥¾î/¼ÒµåÇÇ½¬/·ÎÅ© ;;;;;;;;;;X
BRIG_MODEL_ENG_14_4;½ºÅ¥¾î/¾Ù¹öÄÚ¾î/Ç®¸Ó ;;;;;;;;;;X
BRIG_MODEL_ENG_14_5;¹Ù¶óÄí´Ù/ÆÄÀÌ¾îÇÃ¶óÀÌ ;;;;;;;;;;X
BRIG_MODEL_ENG_14_6;¾¾ È£³Ý/¿ÍÀÌ¹ø/¾¾ Ç»¸® ;;;;;;;;;;X
BRIG_MODEL_ENG_14_7;¾¾ È£Å©/¾îÅÃÄ¿ ;;;;;;;;;;X
BRIG_MODEL_ENG_14_8;¾¾ º£³ð/½Ã¹ÌÅÍ ;;;;;;;;;;X
BRIG_MODEL_ENG_14_9;¾¾ È£Å© (F-1) / ¾¾ È£Å© (FB-3) ;;;;;;;;;;X
BRIG_MODEL_ENG_15_0;º¼ÅÏ Æú µðÆÄÀÌ¾ðÆ® ;;;;;;;;;;X
BRIG_MODEL_ENG_15_1;¿þ½ºÆ²·£µå ÈÙÀ©µå ;;;;;;;;;;X
BRIG_MODEL_ENG_15_2;µå ÇÏºô·£µå ¸ð½ºÅ°Åä F Mk.II ;;;;;;;;;;X
BRIG_MODEL_ENG_15_3;¿þ½ºÆ²·£µå À£Å² ;;;;;;;;;;X
BRIG_MODEL_ENG_15_4;µå ÇÏºô·£µå È£³Ý ;;;;;;;;;;X
BRIG_MODEL_ENG_15_5;È£Ä¿ ÇåÅÍ ;;;;;;;;;;X
BRIG_MODEL_ENG_15_6;½´ÆÛ¸¶¸° ½Ã¹ÌÅÍ ;;;;;;;;;;X
# England land units;;;;;;;;;;;X
MODEL_ENG_4_0;ºòÄ¿Áî L-A Mk. VI ;;;;;;;;;;X
MODEL_ENG_4_1;Mk. I A9 ¼øÇ×ÀüÂ÷ ;;;;;;;;;;X
MODEL_ENG_4_2;Mk. II A10 ¼øÇ×ÀüÂ÷ ;;;;;;;;;;X
MODEL_ENG_5_0;Mk. IV A13 ¼øÇ×ÀüÂ÷ ;;;;;;;;;;X
MODEL_ENG_5_1;Mk. VI A15 Å©·ç¼¼ÀÌ´õ ;;;;;;;;;;X
MODEL_ENG_5_2;Mk. VIII A23M Å©·ÒÀ£ ;;;;;;;;;;X
MODEL_ENG_5_3;A34 ÄÚ¸ä ;;;;;;;;;;X
MODEL_ENG_5_4;FV4007 ¼¾Ãò¸®¿Â Mk. III ;;;;;;;;;;X
MODEL_ENG_5_5;FV4011 ¼¾Ãò¸®¿Â Mk. V ;;;;;;;;;;X
MODEL_ENG_5_6;FV4015 ¼¾Ãò¸®¿Â Mk. X ;;;;;;;;;;X
MODEL_ENG_5_7;FV4201 Ä¡ÇÁÆ¾ ;;;;;;;;;;X
# England air units;;;;;;;;;;;X
MODEL_ENG_12_0;¼ÙÀ§µå Æà ;;;;;;;;;;X
MODEL_ENG_12_1;RAF S.E.5a ;;;;;;;;;;X
MODEL_ENG_12_2;ºê¸®½ºÆ² F.2 ÀüÅõ±â ;;;;;;;;;;X
MODEL_ENG_12_3;¾Ï½ºÆ®·Õ ÈÖÆ®¿ö½º ½Ã½ºÅ² ;;;;;;;;;;X
MODEL_ENG_12_4;±Û·Î½ºÅÍ ±Û·¡µð¿¡ÀÌÅÍ ;;;;;;;;;;X
MODEL_ENG_12_5;½´ÆÛ¸¶¸° ½ºÇÍÆÄÀÌ¾î Mk I ;;;;;;;;;;X
MODEL_ENG_12_6;È£Ä¿ Å¸ÀÌÇ¬ ;;;;;;;;;;X
MODEL_ENG_12_7;È£Ä¿ ÅÛÆä½ºÆ® ;;;;;;;;;;X
MODEL_ENG_12_8;±Û·Î½ºÅÍ ¹ÌÆ¼¾î F 4 ;;;;;;;;;;X
MODEL_ENG_12_9;±Û·Î½ºÅÍ ¹ÌÆ¼¾î F 8 ;;;;;;;;;;X
MODEL_ENG_12_10;±Û·Î½ºÅÍ Àçºí¸° ;;;;;;;;;;X
MODEL_ENG_12_11;È£Ä¿ ÇåÅÍ ;;;;;;;;;;X
MODEL_ENG_12_12;µå ÇÏºô·£µå ºò½¼ ;;;;;;;;;;X
MODEL_ENG_12_13;¸Æµµ³Ú-´õ±Û·¯½º F-4 ÆÒÅÒ II ;;;;;;;;;;X
MODEL_ENG_13_0;RAF B.E.2a ;;;;;;;;;;X
MODEL_ENG_13_1;ºê¸®½ºÆ² ½ºÄ«¿ìÆ® a ;;;;;;;;;;X
MODEL_ENG_13_2;¿¡¾îÄÚ D.H.2 ;;;;;;;;;;X
MODEL_ENG_13_3;¼ÙÀ§µå »ï¿±±â ;;;;;;;;;;X
MODEL_ENG_13_4;¼ÙÀ§µå Ä«¸á ;;;;;;;;;;X
MODEL_ENG_13_5;¼ÙÀ§µå ½º³ªÀÌÇÁ ;;;;;;;;;;X
MODEL_ENG_13_6;±Û·Î½ºÅÍ ±×¸®ºê ;;;;;;;;;;X
MODEL_ENG_13_7;ºê¸®½ºÆ² ºÒµ¶ ;;;;;;;;;;X
MODEL_ENG_13_8;È£Ä¿ Çã¸®ÄÉÀÎ Mk I ;;;;;;;;;;X
MODEL_ENG_13_9;È£Ä¿ Çã¸®ÄÉÀÎ Mk IIa ;;;;;;;;;;X
MODEL_ENG_13_10;½´ÆÛ¸¶¸° ½ºÇÍÆÄÀÌ¾î Mk XIV ;;;;;;;;;;X
MODEL_ENG_13_11;±Û·Î½ºÅÍ ¹ÌÆ¼¾î F 1 ;;;;;;;;;;X
MODEL_ENG_13_12;µå ÇÏºô·£µå ¹ìÆÄÀÌ¾î Mk.1 ;;;;;;;;;;X
MODEL_ENG_13_13;µå ÇÏºô·£µå ¹ìÆÄÀÌ¾î F.3 ;;;;;;;;;;X
MODEL_ENG_13_14;½´ÆÛ¸¶¸° ½ºÀ§ÇÁÆ® ;;;;;;;;;;X
MODEL_ENG_13_15;À×±Û¸®½¬ ÀÏ·ºÆ®¸¯ ¶óÀÌÆ®´× F.1 ;;;;;;;;;;X
MODEL_ENG_13_16;À×±Û¸®½¬ ÀÏ·ºÆ®¸¯ ¶óÀÌÆ®´× F.3 ;;;;;;;;;;X
MODEL_ENG_32_0;È£Ä¿ P.1052 ;;;;;;;;;;X
MODEL_ENG_32_1;»ç¿î´õ½º-·Î SR.177 ;;;;;;;;;;X
MODEL_ENG_14_1;ÇÚµé¸® ÆäÀÌÁö V/1500 ;;;;;;;;;;X
MODEL_ENG_14_2;Æä¾î¸® ÇÚ´ø ;;;;;;;;;;X
MODEL_ENG_14_3;¼îÆ® ½ºÅÐ¸µ ;;;;;;;;;;X
MODEL_ENG_14_4;ÇÚµé¸® ÆäÀÌÁö ÇÛ¸®ÆÑ½º ;;;;;;;;;;X
MODEL_ENG_14_5;¾Æºê·Î ·©Ä«½ºÅÍ ;;;;;;;;;;X
MODEL_ENG_14_6;¾Æºê·Î ¸µÄÁ ;;;;;;;;;;X
MODEL_ENG_14_7;ºòÄ¿Áî ¹ß¸®¾ðÆ® ;;;;;;;;;;X
MODEL_ENG_14_8;¾Æºê·Î ¹úÄÁ ;;;;;;;;;;X
MODEL_ENG_14_9;ÇÚµé¸® ÆäÀÌÁö ºòÅÍ ;;;;;;;;;;X
MODEL_ENG_15_1;ÇÚµé¸® ÆäÀÌÁö O/100 ;;;;;;;;;;X
MODEL_ENG_15_2;ÇÚµé¸® ÆäÀÌÁö O/400 ;;;;;;;;;;X
MODEL_ENG_15_3;ºòÄ¿Áî ºñ¹Ì ;;;;;;;;;;X
MODEL_ENG_15_4;º¼ÅÏ Æú »çÀÌµå½ºÆ®·£µå ;;;;;;;;;;X
MODEL_ENG_15_5;ÇÚµé¸® ÆäÀÌÁö ÇìÀÌÆ÷µå ;;;;;;;;;;X
MODEL_ENG_15_6;¾Ï½ºÆ®·Õ ÈÖÆ®¿ö½º ÈÖÆ²¸® ;;;;;;;;;;X
MODEL_ENG_15_7;ºòÄ¿Áî À£¸µÅÏ ;;;;;;;;;;X
MODEL_ENG_15_8;µå ÇÏºô·£µå ¸ð½ºÅ°Åä ;;;;;;;;;;X
MODEL_ENG_15_9;µå ÇÏºô·£µå º£³ð FB1 ;;;;;;;;;;X
MODEL_ENG_15_10;µå ÇÏºô·£µå º£³ð FB4 ;;;;;;;;;;X
MODEL_ENG_15_11;À×±Û¸®½¬ ÀÏ·ºÆ®¸¯ Äµ¹ö¶ó ;;;;;;;;;;X
MODEL_ENG_15_12;BAC TSR-2 ;;;;;;;;;;X
MODEL_ENG_16_0;¼îÆ® 184 ;;;;;;;;;;X
MODEL_ENG_16_1;½´ÆÛ¸¶¸° »ç¿ì½ºÇÜÆ° ;;;;;;;;;;X
MODEL_ENG_16_2;¼îÆ® ½ã´õ·£µå ;;;;;;;;;;X
MODEL_ENG_16_3;ºê¸®½ºÆ² ºäÆ÷Æ® ;;;;;;;;;;X
MODEL_ENG_16_4;ºê¸®½ºÆ² ºê¸®°Çµå ;;;;;;;;;;X
MODEL_ENG_16_5;ºòÄ¿Áî ¿ö¸¯ ;;;;;;;;;;X
MODEL_ENG_16_6;Æä¾î¸® °¡³Ý ;;;;;;;;;;X
MODEL_ENG_16_7;¾Æºê·Î ¼¨Å¬ÅÏ ;;;;;;;;;;X
MODEL_ENG_16_8;È£Ä¿-½Ãµé¸® ´Ô·Îµå ;;;;;;;;;;X
MODEL_ENG_17_0;È£Ä¿ ÇÏÆ® ;;;;;;;;;;X
MODEL_ENG_17_1;Æä¾î¸® ¹èÆ² ;;;;;;;;;;X
MODEL_ENG_17_2;È£Ä¿ Çã¸®ÄÉÀÎ Mk IV ;;;;;;;;;;X
MODEL_ENG_17_3;ºê¸®½ºÆ² º¸ÆÄÀÌÅÍ Mk IC ;;;;;;;;;;X
MODEL_ENG_17_4;ºê¸®½ºÆ² º¸ÆÄÀÌÅÍ Mk VI ;;;;;;;;;;X
MODEL_ENG_17_5;µå ÇÏºô·£µå ¸ð½ºÅ°Åä B.XVI ;;;;;;;;;;X
MODEL_ENG_17_6;ºí·¢¹ø ¹öÄ¿´Ï¾î ;;;;;;;;;;X
MODEL_ENG_18_0;ÇÚµé¸® ÆäÀÌÁö H.P.45 ;;;;;;;;;;X
MODEL_ENG_18_1;ºê¸®½ºÆ² º½º£ÀÌ ;;;;;;;;;;X
MODEL_ENG_18_2;¾Ï½ºÆ®·Õ-ÈÖÆ®¿ö½º ¾Ù¹ö¸» ;;;;;;;;;;X
MODEL_ENG_18_3;´õ±Û·¯½º ´ÙÄÚÅ¸ ;;;;;;;;;;X
MODEL_ENG_18_4;¾Æºê·Î ·©Ä³½ºÆ®¸®¾ð ;;;;;;;;;;X
MODEL_ENG_18_5;ºí·¢¹ø º£¹ú¸® ;;;;;;;;;;X
MODEL_ENG_20_0;Åä¸£ ;;;;;;;;;;X
MODEL_ENG_20_1;ºí·ç ½ºÆ®¸¯ ;;;;;;;;;;X
# England naval units;;;;;;;;;;;X
MODEL_ENG_21_0;¾ÆÀÛ½º ±Þ ;;;;;;;;;;X
MODEL_ENG_21_1;¸¶Á¦½ºÆ½ ±Þ ;;;;;;;;;;X
MODEL_ENG_21_2;µå·¹µå³ëÆ® ±Þ ;;;;;;;;;;X
MODEL_ENG_21_3;¿À¸®¿Â ±Þ ;;;;;;;;;;X
MODEL_ENG_21_4;Äý ¿¤¸®ÀÚº£½º ±Þ ;;;;;;;;;;X
MODEL_ENG_21_5;N3 ±Þ ;;;;;;;;;;X
MODEL_ENG_21_6;³Ú½¼ ±Þ ;;;;;;;;;;X
MODEL_ENG_21_7;Å· Á¶Áö 5¼¼ ±Þ ;;;;;;;;;;X
MODEL_ENG_21_8;¶óÀÌ¿Â ±Þ ;;;;;;;;;;X
MODEL_ENG_22_0;¸®¾Ø´õ ±Þ ;;;;;;;;;;X
MODEL_ENG_22_1;¼¾Æ¼³Ú ±Þ ;;;;;;;;;;X
MODEL_ENG_22_2;Å¸¿î ±Þ ;;;;;;;;;;X
MODEL_ENG_22_3;¿¡¸Þ¶öµå ±Þ ;;;;;;;;;;X
MODEL_ENG_22_4;¸®¾Ø´õ ±Þ ;;;;;;;;;;X
MODEL_ENG_22_5;»ç¿ì½ºÇÜÆ° ±Þ ;;;;;;;;;;X
MODEL_ENG_22_6;¹Ì³ëÅ¸¿ì·Î½º ±Þ ;;;;;;;;;;X
MODEL_ENG_22_8;Å¸ÀÌ°Å ±Þ ;;;;;;;;;;X
MODEL_ENG_23_0;»þ³í ±Þ ;;;;;;;;;;X
MODEL_ENG_23_1;Å©·¹½Ã ±Þ ;;;;;;;;;;X
MODEL_ENG_23_2;¹Ì³ëÅ¸¿ì·Î½º ±Þ ;;;;;;;;;;X
MODEL_ENG_23_3;Ä«¿îÆ¼ ±Þ ;;;;;;;;;;X
MODEL_ENG_23_4;¿äÅ© ±Þ ;;;;;;;;;;X
MODEL_ENG_24_0;ÀÎºó½Ãºí ±Þ ;;;;;;;;;;X
MODEL_ENG_24_1;¸®³ª¿î ±Þ ;;;;;;;;;;X
MODEL_ENG_24_2;¾îµå¹Ì·² ±Þ ;;;;;;;;;;X
MODEL_ENG_24_3;G3 ±Þ ;;;;;;;;;;X
MODEL_ENG_25_0;D ±Þ ;;;;;;;;;;X
MODEL_ENG_25_1;E ±Þ ;;;;;;;;;;X
MODEL_ENG_25_2;H ±Þ ;;;;;;;;;;X
MODEL_ENG_25_3;S ±Þ ;;;;;;;;;;X
MODEL_ENG_25_4;W ±Þ ;;;;;;;;;;X
MODEL_ENG_25_5;F ±Þ ;;;;;;;;;;X
MODEL_ENG_25_6;Æ®¶óÀÌ¹ú ±Þ ;;;;;;;;;;X
MODEL_ENG_25_7;O ±Þ ;;;;;;;;;;X
MODEL_ENG_25_8;¹èÆ² ±Þ ;;;;;;;;;;X
MODEL_ENG_25_9;Ä«¿îÆ¼ ±Þ ;;;;;;;;;;X
MODEL_ENG_26_0;Ä¿·¹ÀÌÁ®½º ±Þ ;;;;;;;;;;X
MODEL_ENG_26_2;¾ÆÅ© ·Î¿­ ±Þ ;;;;;;;;;;X
MODEL_ENG_26_3;ÀÏ·¯½ºÆ®¸®¾î½º ±Þ ;;;;;;;;;;X
MODEL_ENG_26_4;ÀÓÇÃ·¡Ä¿ºí ±Þ ;;;;;;;;;;X
MODEL_ENG_26_5;¿Àµ¥ÀÌ¼Å½º ±Þ ;;;;;;;;;;X
MODEL_ENG_26_6;¸ôÅ¸ ±Þ ;;;;;;;;;;X
MODEL_ENG_27_0;¿¥ÇÁ·¹½º ±Þ ;;;;;;;;;;X
MODEL_ENG_27_1;¾Æ°Å½º ±Þ ;;;;;;;;;;X
MODEL_ENG_27_2;Çì¸£¸Þ½º ±Þ ;;;;;;;;;;X
MODEL_ENG_27_3;¾îº¥Á® ±Þ ;;;;;;;;;;X
MODEL_ENG_28_0;È¦·£µå ±Þ ;;;;;;;;;;X
MODEL_ENG_28_1;E-º¸Æ® ±Þ ;;;;;;;;;;X
MODEL_ENG_28_2;H-º¸Æ® ±Þ ;;;;;;;;;;X
MODEL_ENG_28_3;¿Àµò ±Þ ;;;;;;;;;;X
MODEL_ENG_28_4;S-º¸Æ® ±Þ ;;;;;;;;;;X
MODEL_ENG_28_5;T-º¸Æ® ±Þ ;;;;;;;;;;X
MODEL_ENG_28_6;¾öÆÄÀÌ¾î ±Þ ;;;;;;;;;;X
MODEL_ENG_28_7;ÀÍ½ºÇÃ·Î·¯ ±Þ ;;;;;;;;;;X
MODEL_ENG_28_9;Æ÷ÆÛÁî ±Þ ;;;;;;;;;;X
MODEL_ENG_29_0;µå·¹µå³ëÆ® ±Þ ;;;;;;;;;;X
MODEL_ENG_31_0;À¯´ÏÄÜ ±Þ ;;;;;;;;;;X
MODEL_ENG_31_1;ÄÝ·Î¼­½º ±Þ ;;;;;;;;;;X
MODEL_ENG_31_2;¸¶Á¦½ºÆ½ ±Þ ;;;;;;;;;;X
MODEL_ENG_31_3;ÄËÅ¸¿ì·Î ±Þ ;;;;;;;;;;X
#;;;;;;;;;;;X
# France;;;;;;;;;;;X
# France land brigade;;;;;;;;;;;X
BRIG_MODEL_FRA_1_0;M1897 75mm ¾ßÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_1_1;M1912 75mm ¾ßÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_1_2;M1913 105mm ¾ßÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_1_3;M1917 C 155mm ¾ßÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_1_4;GPF 155mm ¾ßÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_1_5;;;;;;;;;;;X
BRIG_MODEL_FRA_1_6;;;;;;;;;;;X
BRIG_MODEL_FRA_1_7;M1935 105mm ¾ßÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_1_8;;;;;;;;;;;X
BRIG_MODEL_FRA_1_9;GPF 194mm ¾ßÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_1_10;;;;;;;;;;;X
BRIG_MODEL_FRA_1_11;;;;;;;;;;;X
BRIG_MODEL_FRA_1_12;;;;;;;;;;;X
BRIG_MODEL_FRA_1_13;;;;;;;;;;;X
BRIG_MODEL_FRA_2_0;SAu-40 ;;;;;;;;;;X
BRIG_MODEL_FRA_2_1;ARL-40 ;;;;;;;;;;X
BRIG_MODEL_FRA_2_2;;;;;;;;;;;X
BRIG_MODEL_FRA_2_3;;;;;;;;;;;X
BRIG_MODEL_FRA_2_4;;;;;;;;;;;X
BRIG_MODEL_FRA_2_5;;;;;;;;;;;X
BRIG_MODEL_FRA_2_6;ELC AMX ;;;;;;;;;;X
BRIG_MODEL_FRA_2_7;AMX-13 105mm ÀÚÁÖÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_6_0;¶óÇÇ W15 ;;;;;;;;;;X
BRIG_MODEL_FRA_6_1;;;;;;;;;;;X
BRIG_MODEL_FRA_6_2;;;;;;;;;;;X
BRIG_MODEL_FRA_6_3;;;;;;;;;;;X
BRIG_MODEL_FRA_6_4;;;;;;;;;;;X
BRIG_MODEL_FRA_6_5;AMX-13 ;;;;;;;;;;X
BRIG_MODEL_FRA_6_6;AMX 50 ±¸ÃàÀüÂ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_7_0;¸£³ë FT 17 ;;;;;;;;;;X
BRIG_MODEL_FRA_7_1;;;;;;;;;;;X
BRIG_MODEL_FRA_7_2;;;;;;;;;;;X
BRIG_MODEL_FRA_7_3;¸£³ë FT 31 ;;;;;;;;;;X
BRIG_MODEL_FRA_7_4;AMR 33 ;;;;;;;;;;X
BRIG_MODEL_FRA_7_5;AMR 35 ;;;;;;;;;;X
#BRIG_MODEL_FRA_7_5;¸£³ë R35 ;;;;;;;;;;X
BRIG_MODEL_FRA_7_6;È£Ä¡Å°½º H-35 ;;;;;;;;;;X
BRIG_MODEL_FRA_7_7;¼Ò¹«¾Æ S35 ;;;;;;;;;;X
BRIG_MODEL_FRA_7_8;È£Ä¡Å°½º H-39 ;;;;;;;;;;X
#BRIG_MODEL_FRA_7_9;¸£³ë R40 ;;;;;;;;;;X
BRIG_MODEL_FRA_8_0;½´³×µ¥¸£ CA1 ;;;;;;;;;;X
BRIG_MODEL_FRA_8_1;»þ¸£ 2C ;;;;;;;;;;X
BRIG_MODEL_FRA_8_2;¸£³ë B1 ;;;;;;;;;;X
BRIG_MODEL_FRA_8_3;;;;;;;;;;;X
BRIG_MODEL_FRA_8_4;ARL-44 ;;;;;;;;;;X
BRIG_MODEL_FRA_8_5;AMX-50 12cm ÁÖÆ÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_9_0;ÇÁ·Ô-·¡ÇÇ À°»óÀüÇÔ ;;;;;;;;;;X
BRIG_MODEL_FRA_9_1;FCM-F1 ;;;;;;;;;;X
BRIG_MODEL_FRA_10_0;;;;;;;;;;;X
BRIG_MODEL_FRA_10_1;ÇªÁ¶ Àå°©Â÷ ;;;;;;;;;;X
BRIG_MODEL_FRA_10_2;;;;;;;;;;;X
BRIG_MODEL_FRA_10_3;AMC ½´³×µ¥¸£ P 16 ;;;;;;;;;;X
BRIG_MODEL_FRA_10_4;ÆÄ³ª¸£ 178 ;;;;;;;;;;X
BRIG_MODEL_FRA_10_5;ÆÄ³ª¸£ 201 ;;;;;;;;;;X
BRIG_MODEL_FRA_10_6;EBR-75 ;;;;;;;;;;X
BRIG_MODEL_FRA_10_7;ÆÄ³ª¸£ AML ;;;;;;;;;;X
# France air brigade;;;;;;;;;;;X
BRIG_MODEL_FRA_14_0;PL.2/PL.9 ;;;;;;;;;;X
BRIG_MODEL_FRA_14_1;F.270/PL.4/D.1 ;;;;;;;;;;X
BRIG_MODEL_FRA_14_2;´ºÆ÷¸£ 140/PL.16/À§º¸ 74 ;;;;;;;;;;X
BRIG_MODEL_FRA_14_3;LN.401/PL.16/D.373 ;;;;;;;;;;X
BRIG_MODEL_FRA_14_4;SB2U ºóµðÄÉÀÌÅÍ/D.750/D.373 ;;;;;;;;;;X
BRIG_MODEL_FRA_14_5;SBD µ·Æ²¸®½º/F6F ÇïÄ¹ ;;;;;;;;;;X
BRIG_MODEL_FRA_14_6;SBD µ·Æ²¸®½º/TBF ¾îº¥Á®/F6F ÇïÄ¹ ;;;;;;;;;;X
BRIG_MODEL_FRA_14_7;AD ½ºÄ«ÀÌ·¹ÀÌ´õ/TBF ¾îº¥Á®/F4U ÄÝ¼¼¾î ;;;;;;;;;;X
BRIG_MODEL_FRA_14_8;S.E.202 ¾ÆÄþ·Ð / Br.1050 ¾Ë¸®Á¦ ;;;;;;;;;;X
