## STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
##;;;;;;;;;;;X
##;MAJOR NOTE ABOUT THIS FILE:;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;This file is loaded before any other text files to ensure that any text replacements to strings defined here will be noted.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;EDITING TIPS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;Open this document in Excel, version 5 or later.;;;;;;;;;;X
##;To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;X
##;Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;X
##;Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;X
##;Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;X
##;Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;X
##;Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;X
##;Place the cursor in cell C2 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;X
##;CAREFULLY read the instructions in cells B26 - B68;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where integer value is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places.;;;;;;;;;;X
##;3) '%.0f' is for indicating where non-integer value is inserted by the engine, and MAY NEVER BE REMOVED! 0 can be replaced by another number and defines displayed digits after the decimal point. Add '+' in front of '.' (example: '%+.2f') to display the sign of the number.;;;;;;;;;;X
##;4) '%c' is for indicating where a single character is inserted by the engine, and MAY NEVER BE REMOVED! ;;;;;;;;;;X
##;5) '\%%' can be used to display a single '%' character in texts. Use that with caution and avoid if possible as it could cause issues if used improperly.;;;;;;;;;;X
##;6) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.;;;;;;;;;;X
##;7) The characters '#' (hashmark), semicolon, '%' (percentage sign), '¶' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes as this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;8) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;9) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;10) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;11) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS (Red,Green,Blue values):;;;;;;;;;;X
##;§A;0,64,0;;;;;;;;;X
##;§B;0,0,192;;;;;;;;;X
##;§C;128,0,0;;;;;;;;;X
##;§D;255,255,0;;;;;;;;;X
##;§E;255,0,255;;;;;;;;;X
##;§F;255,128,0;;;;;;;;;X
##;§G;0,100,0;;;;;;;;;X
##;§H;128,128,128;;;;;;;;;X
##;§I;0,0,255;;;;;;;;;X
##;§J;0,192,0;;;;;;;;;X
##;§M;100,255,100;;;;;;;;;X
##;§N;255,100,100;;;;;;;;;X
##;§R;240,0,0;;;;;;;;;X
##;§W;255,255,255;;;;;;;;;X
##;§Y;208,232,248;;;;;;;;;X
##;§Z;0,0,0;;;;;;;;;X
##;§§;restores old color;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;12) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string). However you will notice once the translation is inserted that space IS limited in quite a few areas so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;13) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;14) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;15) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;16) Test any special punctuation symbols and characters for proper displaying by the game first, before using those in other texts.;;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE:;;;;;;;;;;X
##;Save as 'Semicolon Separated (.csv)' format, and make sure file name is not changed.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE:;;;;;;;;;;X
##;If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
## LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
NPERSONALITY_THEORETICAL_SCIENTIST;ÀÌ·Ğ °úÇĞÀÚ ;Theoretical Scientist;;;;;;;;;X
NPERSONALITY_MILITARY_ENTREPRENEUR;±º»ç »ç¾÷°¡ ;Military Entrepreneur;;;;;;;;;X
NPERSONALITY_BATTLE_FLEET_PROPONENT;ÀüÅõÇÔ´ë ÁöÁöÀÚ ;Battle Fleet Proponent;;;;;;;;;X
NPERSONALITY_SUBMARINE_PROPONENT;Àá¼öÇÔ ÁöÁöÀÚ ;Submarine Proponent;;;;;;;;;X
NPERSONALITY_TANK_PROPONENT;ÀüÂ÷ ÁöÁöÀÚ ;Tank Proponent;;;;;;;;;X
NPERSONALITY_INFANTRY_PROPONENT;º¸º´ ÁöÁöÀÚ ;Infantry Proponent;;;;;;;;;X
NPERSONALITY_AIR_TO_GROUND_PROPONENT;°ø´ëÁö ÁöÁöÀÚ ;Air-to-Ground Proponent;;;;;;;;;X
NPERSONALITY_AIR_TO_SEA_PROPONENT;°ø´ëÇÔ ÁöÁöÀÚ ;Air-to-Sea Proponent;;;;;;;;;X
NPERSONALITY_STRATEGIC_AIR_PROPONENT;Àü·« °ø±º ÁöÁöÀÚ ;Strategic Air Proponent;;;;;;;;;X
NPERSONALITY_SILENT_LAWYER;Á¶¿ëÇÑ ¹ı·ü°¡ ;Silent Lawyer;;;;;;;;;X
NPERSONALITY_COMPASSIONATE_GENTLEMAN;¿¬¹Î¾î¸° ½Å»ç ;Compassionate Gentleman;;;;;;;;;X
NPERSONALITY_CRIME_FIGHTER;¹üÁË Åõ»ç ;Crime Fighter;;;;;;;;;X
NPERSONALITY_PRINCE_OF_TERROR;°øÆ÷ÀÇ ¿ÕÀÚ ;Prince of Terror;;;;;;;;;X
NPERSONALITY_BACK_STABBER;¸ğ·«°¡ ;Back Stabber;;;;;;;;;X
NPERSONALITY_MAN_OF_THE_PEOPLE;ÀÎ¹ÎÀÇ »ç¶÷ ;Man of the People;;;;;;;;;X
NPERSONALITY_EFFICIENT_SOCIOPATH;È¿À²ÀûÀÎ ¼Ò½Ã¿ÀÆĞ½º ;Efficient Sociopath;;;;;;;;;X
NPERSONALITY_TECHNICAL_SPECIALIST;±â¼ú Àü¹®°¡ ;Technical Specialist;;;;;;;;;X
NPERSONALITY_LOGISTICS_SPECIALIST;º´Âü Àü¹®°¡ ;Logistics Specialist;;;;;;;;;X
NPERSONALITY_POLITICAL_SPECIALIST;Á¤Ä¡ Àü¹®°¡ ;Political Specialist;;;;;;;;;X
NPERSONALITY_DISMAL_ENIGMA;À½¿ïÇÑ ¼ö¼ö²²³¢ ;Dismal Enigma;;;;;;;;;X
NPERSONALITY_INDUSTRIAL_SPECIALIST;»ê¾÷ Àü¹®°¡ ;Industrial Specialist;;;;;;;;;X
NPERSONALITY_NAVAL_INTELLIGENCE_SPECIALIST;ÇØ±º Ã¸º¸ Àü¹®°¡ ;Naval Intelligence Specialist;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_MANOEUVRE;±âµ¿Àü ÇĞÆÄ ;School of Maneuver;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_FIRE_SUPPORT;È­·ÂÁö¿ø ÇĞÆÄ ;School of Fire Support;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_MASS_COMBAT;Áı´ÜÀüÅõ ÇĞÆÄ ;School of Mass Combat;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_PSYCHOLOGY;½É¸®Àü ÇĞÆÄ ;School of Psychology;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_DEFENCE;¹æ¾îÀü ÇĞÆÄ ;School of Defense;;;;;;;;;X
NPERSONALITY_ELASTIC_DEFENCE_DOCTRINE;Á¾½É¹æ¾î ±³¸® ;Elastic Defense Doctrine;;;;;;;;;X
NPERSONALITY_STATIC_DEFENCE_DOCTRINE;ÂüÈ£Àü Àü¹®°¡ ;Trenches War Expert;;;;;;;;;X
NPERSONALITY_DECISIVE_BATTLE_DOCTRINE;°áÀü ±³¸® ;Decisive Battle Doctrine;;;;;;;;;X
NPERSONALITY_ARMOURED_SPEARHEAD_DOCTRINE;±â°© ¼±ºÀ ±³¸® ;Armored Spearhead Doctrine;;;;;;;;;X
NPERSONALITY_GUNS_AND_BUTTER_DOCTRINE;´ëÆ÷¿Í ¹öÅÍ ±³¸® ;Guns and Butter Doctrine;;;;;;;;;X
NPERSONALITY_OPEN_SEAS_DOCTRINE;°øÇØ ±³¸® ;Open Seas Doctrine;;;;;;;;;X
NPERSONALITY_DECISIVE_BATTLE_DOCTRINE2;°áÀü ±³¸® ;Decisive Battle Doctrine;;;;;;;;;X
NPERSONALITY_POWER_PROJECTION_DOCTRINE;¼¼·ÂÅõ»ç ±³¸® ;Power Projection Doctrine;;;;;;;;;X
NPERSONALITY_INDIRECT_APPROACH_DOCTRINE;°£Á¢Á¢±Ù ±³¸® ;Indirect Approach Doctrine;;;;;;;;;X
NPERSONALITY_BASE_CONTROL_DOCTRINE;±âÁöÅëÁ¦ ±³¸® ;Base Control Doctrine;;;;;;;;;X
NPERSONALITY_AIR_SUPERIORITY_DOCTRINE;Á¦°ø±Ç ±³¸® ;Air Superiority Doctrine;;;;;;;;;X
NPERSONALITY_NAVAL_AVIATION_DOCTRINE;ÇØ±ºÇ×°ø´ë ±³¸® ;Naval Aviation Doctrine;;;;;;;;;X
NPERSONALITY_ARMY_AVIATION_DOCTRINE;À°±ºÇ×°ø´ë ±³¸® ;Army Aviation Doctrine;;;;;;;;;X
NPERSONALITY_CARPET_BOMBING_DOCTRINE;À¶´ÜÆø°İ ±³¸® ;Carpet Bombing Doctrine;;;;;;;;;X
NPERSONALITY_VERTICAL_ENVELOPMENT_DOCTRINE;¼öÁ÷Æ÷À§ ±³¸® ;Vertical Envelopment Doctrine;;;;;;;;;X
NPERSONALITY_UNDISTINGUISHED_SUIT;Æò¹üÇÑ ½Å»çº¹ ;Undistinguished Suit;;;;;;;;;X
NPERSONALITY_AIR_SUPERIORITY_PROPONENT;Á¦°ø±Ç ÁöÁöÀÚ ;Air Superiority Proponent;;;;;;;;;X
NPERSONALITY_CORRUPT_KLEPTOCRAT;ºÎÆĞÇÑ µµµÏ Á¤Ä¡°¡ ;Corrupt Kleptocrat;;;;;;;;;X
NPERSONALITY_CROOKED_KLEPTOCRAT;ºÎÁ¤Á÷ÇÑ µµµÏ Á¤Ä¡°¡ ;Crooked Kleptocrat;;;;;;;;;X
NPERSONALITY_POWER_HUNGRY_DEMAGOGUE;±Ç·Â¿¡ ±¾ÁÖ¸° ¼±µ¿°¡ ;Power-Hungry Demagogue;;;;;;;;;X
NPERSONALITY_BARKING_BUFFOON;¿ïºÎÂ¢´Â ¾î¸´±¤´ë ;Barking Buffoon;;;;;;;;;X
NPERSONALITY_STERN_IMPERIALIST;±Ù¾öÇÑ Á¦±¹ÁÖÀÇÀÚ ;Stern Imperialist;;;;;;;;;X
NPERSONALITY_RUTHLESS_POWERMONGER;¹«ÀÚºñÇÑ ±Ç·Â ÅõÀï°¡ ;Ruthless Powermonger;;;;;;;;;X
NPERSONALITY_AUTOCRATIC_CHARMER;¸Å·ÂÀûÀÎ µ¶ÀçÀÚ ;Autocratic Charmer;;;;;;;;;X
NPERSONALITY_RESIGNED_GENERALISSIMO;Åğ¿ªÇÑ »ç·É°ü ;Resigned Generalissimo;;;;;;;;;X
NPERSONALITY_BENEVOLENT_GENTLEMAN;ÀÚ¾Ö·Î¿î ½Å»ç ;Benevolent Gentleman;;;;;;;;;X
NPERSONALITY_WEARY_STIFF_NECK;ÇÇ°ïÇÑ °íÁıÀïÀÌ ;Weary Stiff-Neck;;;;;;;;;X
NPERSONALITY_INSIGNIFICANT_LAYMAN;ÇÏÂúÀº ¹®¿ÜÇÑ ;Insignificant Layman;;;;;;;;;X
NPERSONALITY_DIE_HARD_REFORMER;¿Ï°íÇÑ °³Çõ°¡ ;Die-Hard Reformer;;;;;;;;;X
NPERSONALITY_PIG_HEADED_ISOLATIONIST;°íÁı ¼¾ °í¸³ÁÖÀÇÀÚ ;Pig-Headed Isolationist;;;;;;;;;X
NPERSONALITY_POPULAR_FIGUREHEAD;ÀÎ±âÀÖ´Â Çã¼ö¾Æºñ ;Popular Figurehead;;;;;;;;;X
NPERSONALITY_SILENT_WORKHORSE;°ú¹¬ÇÑ ÀÏ²Û ;Silent Workhorse;;;;;;;;;X
NPERSONALITY_NAIVE_OPTIMIST;¼øÁøÇÑ ³«ÃµÁÖÀÇÀÚ ;Naive Optimist;;;;;;;;;X
NPERSONALITY_FLAMBOYANT_TOUGH_GUY;´ë´ãÇÑ ÅÍÇÁ°¡ÀÌ ;Flamboyant Tough Guy;;;;;;;;;X
NPERSONALITY_HAPPY_AMATEUR;¿î ÁÁÀº ¾Æ¸¶Ãß¾î ;Happy Amateur;;;;;;;;;X
NPERSONALITY_BACKROOM_BACKSTABBER;¹Ğ½Ç ¸ğ·«°¡ ;Backroom Backstabber;;;;;;;;;X
NPERSONALITY_SMILING_OILMAN;¹Ì¼ÒÁş´Â ¼®À¯»ç¾÷°¡ ;Smiling Oilman;;;;;;;;;X
NPERSONALITY_OLD_GENERAL;´ÄÀº Àå±º ;Old General;;;;;;;;;X
NPERSONALITY_OLD_ADMIRAL;´ÄÀº Á¦µ¶ ;Old Admiral;;;;;;;;;X
NPERSONALITY_OLD_AIR_MARSHAL;´ÄÀº °ø±º¿ø¼ö ;Old Air Marshal;;;;;;;;;X
NPERSONALITY_POLITICAL_PROTEGE;Á¤Ä¡Àû ÈÄ¹è ;Political Protege;;;;;;;;;X
NPERSONALITY_AMBITIOUS_UNION_BOSS;¾ß¸ÁÀÖ´Â ³ëÁ¶ µÎ¸ñ ;Ambitious Union Boss;;;;;;;;;X
NPERSONALITY_CORPORATE_SUIT;±â¾÷ÀÇ À¯·ÂÀÚ ;Corporate Suit;;;;;;;;;X
NPERSONALITY_OIL_BARON;¼®À¯¿Õ ;Oil Baron;;;;;;;;;X
NPERSONALITY_STEEL_MAGNATE;Ã¶°­¿Õ ;Steel Magnate;;;;;;;;;X
NPERSONALITY_INDUSTRIAL_CHEMIST;°ø¾÷ È­ÇĞÀÚ ;Industrial Chemist;;;;;;;;;X
NPERSONALITY_MEDIA_MAGNATE;¾ğ·Ğ°è °Å¹° ;Media Magnate;;;;;;;;;X
NPERSONALITY_FOCH;¹İ°İÀÇ ÃµÀç ;Counterattack Genius;;;;;;;;;X
NPERSONALITY_HINDENBURG;ÀÎ±âÀÖ´Â ±º´ë ÁöÈÖ°ü ;Popular Military Leader;;;;;;;;;X
NPERSONALITY_CADORNA;¿Ï°íÇÑ ±ÔÀ²ÁÖÀÇÀÚ ;Stubborn Disciplinarian;;;;;;;;;X
NPERSONALITY_BRUSILOV;Çõ½ÅÀûÀÎ °ø¼¼ ÁöÈÖ°ü ;Innovative Offensive General;;;;;;;;;X
NPERSONALITY_WILHELM_II;ÀÚ¾Ö·Î¿î ²ÀµÎ°¢½Ã Ä«ÀÌÀú ;Benevolent Puppet Kaiser;;;;;;;;;X
NPERSONALITY_NICHOLAS_II;È¾Æ÷ÇÑ ÀüÁ¦ ±ºÁÖ ;Despotic Autocrat;;;;;;;;;X
NPERSONALITY_CLEMENCEAU;È£¶ûÀÌ ;The Tiger;;;;;;;;;X
