#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;Extra1;Extra2;X
##;;;;;;;;;;;X
#  SCENARIO DESCRIPTIONS;;;;;;;;;;;X
##;;;;;;;;;;;X
1914_SCENARIO;대 전쟁 (1914);The Great War (1914);;;;;;;;;X
AFG_39_DESC;아프가니스탄은 늘 영국과의 영토분쟁에 휩싸여 있었다. 19세기 러시아 짜르와 영국 황제의 'Great Game'의 중요한 부분이었고 늘 정복하려고 시도하면 이 나라는 맹렬히 저항했다. 하지만 1880년 제 2차 Anglo-Afghan 전쟁 후 아프가니스탄의 아미르는 끝내 영국 지배에 들어가는 것에 동의했다. 하지만 제 1차 세계대전으로 아프가니스탄 아미르는 암살당했고 그의 아들은 영국에 대항해 아직 전쟁에 피로한 영국과 싸워 축출하기로 결심했다. 1921년 전쟁의 포화는 멈춰 마침내 아프가니스탄은 완전한 독립을 쟁취했다. 1923년 헌법을 정률시키고 현대화의 오랜 과정이 시작되었다....하지만 아마 너무 빨랐나보다. 새로이 왕관을 쓴 왕은 그가 낡은 구습을 없애려는 행동때문에 화난 아프간 부족들의 반란으로 면직되어 그의 망명으로 1920년의 마지막을 장식했다. 그는 Nadir Shah라는 좀더 받아들이기 쉬운 개혁을 수행하는 사람에 의해 대채되었다. 그 전까지 전쟁의 발발은 아프가니스탄에게는 아주 조금만 영향을 미쳤었다. 만약 아직 아무런 협정이 없이 지도자가 그들의 노선을 계속 밟는다면 국가가 위험해질터였다. ;Afghanistan was always a troubled region for the British to maintain control of. An important part of the 'Great Game' between the British Empire and the Russian Czars during the 19th century every attempt to fully subdue the country ran into fierce resistance. By 1880 however after the Second Anglo-Afghan war the emir of Afghanistan finally agreed to allow British control over the country's foreign affairs. But following the Great War the Afghani emir was assassinated and his son launched yet another war against Britain until the war-weary British agreed to fully withdraw from the country. By 1921 a cease-fire was finally signed granting Afghanistan complete independence. By 1923 a constitution was drawn up and the long process of modernization began....perhaps a bit too quickly. The newly crowned King was deposed by a revolt from Afghani tribesman angry at his attempts to do away with centuries old traditions forcing him into exile by the end of the 1920's. He was replaced by King Nadir Shah who kept his continuing reforms to a more acceptable pace. The outbreak of war has affected Afghanistan very little so far. There is no sign yet of a danger to the country and if the leaders have their way that will continue.;;;;;;;;;X
AFG_45_DESC;Afghanistan has guarded its neutrality fiercely but now it finds itself between two warring juggernauts. Can Afghanistan guard its independence - or will it be drawn into the maelstrom of war?;Afghanistan has guarded its neutrality fiercely but now it finds itself between two warring juggernauts. Can Afghanistan guard its independence - or will it be drawn into the maelstrom of war?;;;;;;;;;X
AFG_DESC;아프가니스탄은 항상 영국이 지배력을 유지하기 어려운 지역이었다. 19세기의 대영제국과 러시아 제국 사이의 ‘거대한 게임’의 중요한 부분이었던 이곳은 완전한 정복을 위한 시도 모두가 격렬한 저항에 직면해야 했다. 하지만 1880년 2차 앵글로-아프간 전쟁이 끝난 후에 아프간의 수장은 결국 영국이 아프가니스탄의 외교에 간섭하는 것에 동의했다. 그러나 이어진 대전에서 아프간의 수장은 암살되었고 그의 아들은 영국과의 또 다른 전쟁을 통해 전쟁으로 지친 영국이 아프가니스탄에서 완전히 철수하는 데 동의하도록 만들었다. 1921년의 휴전은 최종적으로 아프가니스탄의 완전한 독립을 의미했다. 1923년 헌법의 틀이 마련되었고 근대화의 긴(어떤 면에서는 너무 빨랐던) 과정이 시작되었다. 새 왕은 과거와 오래된 전통들을 버리려는 시도 때문에 발생한 아프간 부족인들의 반란으로 인해 1920년대 말 망명할 수 밖에 없었다. 왕은 계속되는 개혁을 좀 더 쉽게 받아들일 수 있는 속도로 유지하는 Nadir Shah로 교체되었다. 1936년 Nadir Shah는 암살되었고 그의 아들이 권좌를 물려받았다. 하지만 부족장들 사이에 퍼진 오래된 원한에도 불구하고 아프가니스탄의 가까운 미래에는 혼란의 징후가 보이지 않는다. ;Afghanistan was always a troubled region for the British to maintain control of. An important part of the 'Great Game' between the British Empire and the Russian Czars during the 19th century every attempt to fully subdue the country ran into fierce resistance. By 1880 however after the Second Anglo-Afghan war the emir of Afghanistan finally agreed to allow British control over the country's foreign affairs. But following the Great War the Afghani emir was assassinated and his son launched yet another war against Britain until the war-weary British agreed to fully withdraw from the country. By 1921 a cease-fire was finally signed granting Afghanistan complete independence. By 1923 a constitution was drawn up and the long process of modernization began....perhaps a bit too quickly. The newly crowned King was deposed by a revolt from Afghani tribesman angry at his attempts to do away with centuries old traditions forcing him into exile by the end of the 1920's. He was replaced by King Nadir Shah who kept his continuing reforms to a more acceptable pace. By 1936 Nadir Shah has been assassinated and his son has inherited the throne but despite lingering resentments among tribal leaders there is no sign of turmoil for the country in the immediate future.;;;;;;;;;X
ALB_1914_DESC;15세기 무렵의 알바니아의 국민영웅 스칸데르베그는 오스만 투르크의 정복자와 맞써 싸웠다. 그러나 그가 죽은 후 크루여와 슈코드라에서의 패배로 알바니아는 4세기 동안 타국의 지배하에 놓였다. 16세기에서 17세기 사이에 많은 사람들이 이슬람교로 개종하였고 개종한 이들은 높은 직책에 오를 수 있었다.-11명의 오스만 투르크 수상이 알바니아 출신이었다. 또한 알바니아인 출신의 무하마드 알리는 1805년 이집트 왕조를 창시했다. 이러한 이슬람화는 오스만 투르크의 지배에 대한 저항만큼 세르비아인과 그리스인에게도 저항하게 하였다. 19세기 말엽에 프리즈렌 연합이 결성된 이후에서야 알바니아 민족주의가 부흥했다. 1912년 1차 발칸전쟁 중에 알바니아 국민회의는 블로러에서 독립을 선언했다. 다만 이는 1913년에서야 비트의 빌헬름을 대공위에 올린다는 조건 하에서야 주요 열강들의 승인을 얻었다. ;In 15th century Albanian national hero Skanderbeg fought back the Turkish invaders. After his death however and the fall of Krujas and Shkodra the country came under four centuries of foreign rule. Large numbers of the population converted to Islam in the 16th and 17th century allowing them to rise into the highest offices - eleven Grand Veziers came from Albania and Mohammed Ali founded a dynasty in Egypt 1805. The Islamisation brought support for the resistance against Serbs and Greek as well as against the Ottoman rule itself. Only at the end of the 19th century the national renaissance began with the founding of the League of Prizren. During the First Balkans War in 1912 the Albanian national congress in Vlore declared the country's independence which was accepted by the major powers in 1913 upon the condition that Wilhelms of Wied would be accepted as Prince.;;;;;;;;;X
ALB_45_DESC;1941년에서 1944년 동안 알바니아의 공산주의자 빨치산 조직과 국가주의자 게릴라 조직은 이탈리아와 독일 점령군에 대항하여 함께 싸웠다. 하지만 그들간의 알바니아를 장악하기 위한 싸움은 더욱 격렬하고 피비린내 나는 것이었다. 유고슬라비아 공산당의 지지와 영국과 미국의 무기를 가진 공산당은 1943년 9월 이탈리아의 조건부 항복과 1944년 말 독일군의 알바니아에서의 철수 그 기간 사이에서의 내전에서 국가주의자들을 격파시킨다. 1945년 초 공산주의자들은 붉은군대의 후원으로 그들의 권력을 더욱 굳건히 할 수 있었다. 이제 알바니아는 소련과 유고슬라비아 모두의 신하가 되었다. 동쪽과 서쪽의 거인들의 싸움에서 알바니아의 역할은 무엇이 될 것인가? ;Between 1941 and 1944 communist partisans and nationalist guerrillas fought Italian and German occupation forces and more often each other in a brutal struggle to take control of Albania. Backed by Yugoslavia's communists and armed with British and United States weaponry Albania's partisans defeated the nationalists in a civil war fought between Italy's capitulation in September 1943 and the withdrawal of German forces from Albania in late 1944. By early 1945 the communists had consolidated their power with the backing of the Red Army. Now Albania is subservient to both Yugoslavia and the Soviet Union. What role will Albania play in the titanic struggle between east and west?;;;;;;;;;X
ALB_DESC;15세기 무렵의 알바니아의 국가적인 영웅 스칸데르베그는 투르크의 정복자와 싸웠다. 그러나 그가 죽고 나서 Krujas 와 슈코드라의 패배 이후 이 국가는 4년동안 타국의 통치를 받았다. 16세기에서 17세기 사이에 많은 사람들이 이슬람교로 개종하였고 그들이 높은 직책에 오르는 것이 허락되었다. - 11명의 대 Vezier들이 알바니아로 왔다 그리고 무하마드 알리는 1805년에 이집트에 왕조를 세웠다. 이슬람화는 오스만제국의 통치에 저항하는 것 만큼 세리비아인와 그리스인에게 대항해 저항하게 하였다. 19세기가 끝날 무렵에서야 국가적인 문예부흥 운동이 프리즈렌 연합의 설랍으로 시작되었다. 1912년에 1차 발칸반도 전쟁동안에 블로레에서 열린 알바니아 국민의회에서는 빌헬름 비드를 군주로 세운다는 조건하에 강대국들이 1913년에 동의한 이 국가의 독립을 선언하였다. 알바니아가 이탈리아에 정복되기 전에 짧은 역사의 알바니아 공국은 동맹국이 차지 하였다. 전후에 민주당의 당수인 주교 판 놀리는 보수당을 통치하는 아흐메드 조그와 대립하였다.  잠시 민주당의 기간이었던 1924년 이후 조그는 유고슬라비아와 러시아의 보수세력의 힘을 빌려 결국 승리하였다. 그는 1925년에 대통령이 되고 1928년에 그 스스로 왕임을 선포하였다. ;In 15th century Albanian national hero Skanderbeg fought back the Turkish invaders. After his death however and the fall of Krujas and Shkodra the country came under four centuries of foreign rule. Large numbers of the population converted to Islam in the 16th and 17th century allowing them to rise into the highest offices - eleven Grand Veziers came from Albania and Mohammed Ali founded a dynasty in Egypt 1805. The Islamisation brought support for the resistance against Serbs and Greek as well as against the Ottoman rule itself. Only at the end of the 19th century the national renaissance began with the founding of the League of Prizren. During the First Balkans War in 1912 the Albanian national congress in Vlore declared the country's independence which was accepted by the major powers in 1913 upon the condition that Wilhelms of Wied would be accepted as Prince. The short lived Principality Albania was occupied by the Middle Powers during World War One before it was conquered by Italy. After the war the leader of the Democratic Party Bishop Fan Noli faced the ruling conservatives under Ahmed Zogu. After a democratic interlude in 1924 Zogu eventually prevailed with aid from Yugoslavia and White Guards from Russia. He became president in 1925 and proclaimed himself king in 1928.;;;;;;;;;X
ARG_1914_DESC;1880년 아르헨티나는 그들의 주된 농업 생산품이었던 밀을 재배하고 소를 키우는데 적합한 광활한 대지를 가지고 있었다. 더많은 농부들이 필요하자 이민자들의 수가 늘었다. 자본은 아르헨티나가 머지않아 세계에서 주된 소고기와 밀 수출국이 되게 하였다. 하지만 그 금융자본은 인프라에 투자하고 대부분의 은행들과 무역회사들을 소유한 영국인들에 의해 통제되었다. 이러한 발전의 결과로 산업 노동자 계층뿐만 아니라 도시 중산층 계층도 형성되었다. 두 계층은 선거 제도의 개혁을 통해 얻게될 정치에서 더 많은 대의권을 요구하였다. 1889년 창당된 급진당(UCR : Union Civica Radical)은 이러한 목표들을 위해 투쟁했고 1912년 보수적인 대통령 Roque Saenz Pena 가 통과시킨 선거 제도 개혁안을 탄생시켰다. ;In 1880 Argentina owned large areas suitable for their prime agricultural products: cattle and wheat. More workers were needed increasing the numbe of immigrants. Financial capital however was largely controlled by the British who invested in infrastructure controlled most banks and trade businesses and that capital soon made Argentina the leading exporter of beef and wheat in the world. In the wake of this development an urban middle class formed as well as an industrial workers' class. Both called for more representation in politics to be achieved through changes to the electoral system. The radical UCR (Union Civica Radical) founded in 1889 fought for those goals and came strong out of the reform of the electoral system which the conservative president Roque Saenz Pena pushed through in 1912.;;;;;;;;;X
ARG_DESC;1880년 아르헨티나는 소 방목과 밀 생산이 중심이 된 넓은 농업 생산지역을 갖고 있었다. 노동자가 필요했고 이민자는 늘어갔다. 사회기반시설에 대량의 투자를 한 세계의 경제 중심인 영국이 대부분의 아르헨티나 은행과 무역업을 통제했고 아르헨티나는 곧 세계적인 쇠고기 및 밀 수출국가가 된다. 이러한 발전에 힘입어 도시 중산층과 공업노동자층이 형성된다. 둘 모두 선거 제도의 개혁을 통해 정치적인 권한을 갖게 된다. 1889년 급진적인 UCR이 창설되고 선거 제도의 개혁을 위해 싸워나가 결국 1912년 보수당 대통령 페나가 이를 승인한다. 1916년 첫번째 보통선거가 실시되고 이리고옌의 YUCR이 승리한다. 최초 중산층이 정치적 변화를 주도했다. 외교 정책에 있어서 아르헨티나는 의회가 공업화의 부정적인 영향을 배제하는 동안 중립을 견지했다. 경제적 성장과 이리고옌의 두번째 임기는 1929/30년 대공황과 함께 갑작스레 끝났다. 보수정치인과 장군들이 반란을 일으켰으나 누구도 사회적 긴장상태를 해결할 수는 없었다. ;In 1880 Argentina owned large areas suitable for their prime agricultural products: cattle and wheat. More workers were needed increasing the numbe of immigrants. Financial capital however was largely controlled by the British who invested in infrastructure controlled most banks and trade businesses and that capital soon made Argentina the leading exporter of beef and wheat in the world. In the wake of this development an urban middle class formed as well as an industrial workers' class. Both called for more representation in politics to be achieved through changes to the electoral system. The radical UCR (Union Civica Radical) founded in 1889 fought for those goals and came strong out of the reform of the electoral system which the conservative president Roque Saenz Pena pushed through in 1912. In 1916 the first universal elections were held in which Hipolito Irigoyen of the UCR won. For the first time the middle classes had politcal influence. In foreign politics Argentina steered a course of neutrality while social legislature was to take away some negative effects of the wave of industrialization in the country. The period of economic rise and the second presidence of Irigoyen was ended abruptly with the Great Depression 1929/30. Conservative politicians and generals claimed the presidency after a military coup but none of them could overcome the social tensions.;;;;;;;;;X
ARM_1914_DESC;아르메니아는 세계에서 최초로 기독교를 국교로 지정한 국가이며 수세기동안 이슬람 국가들의 지배에도 불구하고 아르메니아인들은 기독교에 대한 믿음을 고수했다. 1553년 아르메니아 왕국은 오스만 제국과 페르시아 제국 간에 점령되어 분리되었다. 1801년부터 1828년까지 점차 제정러시아에 의해 페르시아 제국의 아르메니아 점령지가 흡수되었지만 분리된 상태는 줄곧 유지되었다. 19세기 후반  민족주의의 부활과 새로운 아르메니아 국가를 건국하려는 열망이 대두되었습니다. 제정러시아의 붕괴와 볼셰비키의 집권은 최소한 과거 러시아에 의해 지배되는 아르메니아 지역에 독립의 기회를 제공했다. 오스만 제국에선 아르메니아인들은 소수민족으로 남았으며 그들을 내부의 적으로 여긴 오스만 정부의 점점 더 잔인해지는 탄압을 겪었다. 남쪽에서 이러한 위협과 북쪽에선 러시아 혁명의 소용돌이와 그리고 우방 혹은 적국인 이웃국가들에 직면하여 아르메니아는 반드시 자신들의 독립을 위해 위험한 길을 헤쳐나가야만 했다. ;Armenia was the first country in the world to adopt Christianity as its state religion and the Armenian people have clung to that religion despite centuries of rule by Muslim powers. In 1553 the Kingdom of Armenia was conquered and split between the Ottoman Empire and Persia. It has remained divided ever since although the Persian half was gradually absorbed by Russia during the period 1801-28. The late 19th century saw the rebirth of Armenian nationalism and the desire to form a new Armenian State. The collapse of Tsarist rule and rise to power of the Bolsheviks provided the opportunity desired at least in the part of Armenia formerly under Russian rule. In the Ottoman Empire Armenians remain a minority subject to increasingly brutal and murderous oppression by a government that regards them as the enemy within. Faced by this threat to the south the turmoil of the Russian Civil War to the north and neighbours who might prove either friends or foes Armenia must steer a perilous course to preserve her independence.;;;;;;;;;X
AST_39_DESC;연방국가 오스트레일리아는 1901년 6월 1일 정식으로 독립을 보장 받고 영연방에 참가하고 영국의 든든한 연합국이 되었다. 운은 시간과 맞아떨어져서 경제가 천천히 오름세를 보일 때 독립되었다. 그러나 세계대전을 통해 대량손실을 입었고 전쟁기간동안 연합국 그 누구보다도 많은 군사를 보냈었다. 그럼에도 불구하고 세계대전에서 Anzacs (Australian and New Zealand Army Corps)는 플랑드르와 팔레스타인에서 탁월한 군사 수행 능력 영원히 오스트레일리아 이야기에서 빠지지 않을 갈리폴리 반도에서의 일을 통하여 누구 못지 않은 용감하고 걸출하다는 칭호를 얻었다.  호경기는 1920년대에 대공황과 함께 끝나 오스트레일리아의 경제를 최악의 상태로 망쳐놓고 제 3세계 노동자들을 실업자로 만들었다. 경제적 문제가 계속되고 세계대전의 기억이 열기가 식고 있었지만 오스트레일리아는 1939년 11월 3일 한 치의 주저없이 독일에 대항하여 전쟁에 뛰어들었다. 세계는 다시 전쟁이 시작돼었고 새로운 세대는 싸울 준비가 되어 있었다. 문제는 Anzac이 다시 한번 이런 군대가 다시는 없을 거라는 그 평판을 계속 유지하느냐였다. ;The Commonwealth of Australia was formally granted independence on Jan. 1st 1901 joining the British Commonwealth and becoming a staunch ally of Britain. Its fortunes since that time have been mixed while its economy has grown steadily since independence it suffered heavy losses during the Great War suffering the greatest casualties in proportion to total number of troops involved of any of the Allies during the war. Nevertheless it was through the Great War that the Anzacs (Australian and New Zealand Army Corps) won a reputation for outstanding bravery surpassed by none serving with distinction in Palestine and Flanders while forever embedding the peninsula of Gallipoli in Australian folklore. The boom period of the 1920's ended with disaster as the Great Depression ruined Australia's economy and at its worst put up to a third of the country's workers out of a job. Yet despite continued economic problems and a lack of enthusiasm spawned from memories of the Great War Australia entered the war against Germany on September 3rd 1939 without hesitation. With the world at war again and a new generation ready to fight it the question remains whether the Anzacs will continue to uphold their reputation as a fighting force equal to any in the world.;;;;;;;;;X
AST_41_DESC;1941년 6월로 오스트레일리아는 2년째 전쟁을 치르고 있었다. 왕립 오스트레일리아 해군은 1940년 6월부터 이탈리아 작전에 투입되어있었다. 소수의 오스트레일리아인이 1940년 8월부터 9월까지의 영국 본토 항공전에 참전했으나 오스트레일리아 육군은 1941년까지 본격적으로 참전하지 않았다. 오스트레일리아 육군은 먼저 그리스에서 그리고 크레타 마지막으로 북아프리카에서 영연방군의 일원으로 토브룩 공격에 참가했다. 과연 토브룩을 해방시킬 수 있을것인가? ;By june 1941 Australia has been at war for almost two years. The Royal Australian Navy participated in operations against Italy after its entry into the war in June 1940. A few Australians flew in the Battle of Britain in August and September of the same year but the Australian Army was not engaged in combat until 1941. Australian Army fought in first Greece then Crete and finally in North Africa alongside their Commonwealth allies where now the Anzacs under siege in Tobruk. Can Tobruk hold until relieved?;;;;;;;;;X
AST_44_DESC;호주는 그들의 땅이 외국군에 짓밟히는 것을 용인할 필요는 없었다. 하지만 전초에 일본이 남태평양에 진군하는 나날동안 그 위험은 거의 눈 앞의 현실로 다가오고 있다. 수년 뒤 호주 본토는 안전해졌고 호주는 북아프리카 이탈리아 뉴기니 섬과 셀 수 없이 많은 교전지역에서 전투중인 유럽과 태평양 전선에 대등한 규모로 군대를 파견했다. ;Australia has never had to endure foreign soldiers on its own soil. However during the early days of the Japanese advance in the southern Pacific that danger was almost palpable. Now years later Australia is safe and it has dispatched its soldiers to the battlefields of Europe and the Pacific alike fighting on the front lines of North Africa Italy New Guinea and countless other conflict zones.;;;;;;;;;X
AST_45_DESC;히로시마와 나가사키의 초토화가 일본의 운명을 결정지은 뒤 1945년 9월 2일 미국 해군 전함 미주리 호 선상에서 항복문서가 조인됨으로서 호주의 6년간의 전쟁이 막을 내렸다. 전쟁 피로감에 지친 호주 국민들은 10월 2일 소련의 서방에 대한 공격에 대비하지 못했다. 이제 호주는 또다른 세계전쟁에 직면했다. 거인들의 충돌속에서 호주는 어떤 역할을 해야 하는가? ;The destruction of Hiroshima and Nagasaki sealed the fate of Japan and the surrender documents were signed on the USS Missouri on September 2nd 1945 ending six years of war for Australia. The war weary Australian people were not ready for the attack on the Western Allies by the Soviets on October 2nd. Now Australia faces another World War. What role will Australia play in this clash of Titans?;;;;;;;;;X
AST_DESC;영연방의 호주는 공식적으로 1901년 1월 1일부터 독립이 인정되었으며 영연방에 가입되었고 영국의 든든한 우방이 되었다. 이때부터의 호주의 국운은 행운과 불운이 겹치는 것이었다. 독립 후 경제가 계속적인 성장을 보이는 행운이 있었던 반면 대전기에 엄청난 손실을 부담해야만 하는 불운이 겹쳤다. 호주군은 동맹군 중 파견한 사단 수에 비례하여 가장 높은 사망률을 기록하였다. 그럼에도 불구하고 호주는 대전을 통해 ANZAC(호주 뉴질랜드 육군)의 누구도 따라올 수 없는 용맹에 대한 명성을 얻어냈고 플랑드르 지역과 팔레스타인 지역에서의 탁월한 활동을 벌였다. 그리고 터키의 갈리폴리 반도에 대한 상륙은 호주인의 전설이 되었다. 1920년의 붐은 대공황이 호주의 경제를 폐허로 만드는 재앙과 함께 끝났다. 그리고 설상가상으로 1/3이상의 노동자가 직업을 잃었다. 1936년까지 호주의 경제는 공황을 겪고 있었다. 그리고 호주는 전쟁에 대한 준비가 전혀 되어있지 않았다. 하지만 전쟁은 다가올 것이고 그들이 영국의 편에 설 것이라는 것은 한 점 의심도 할 수 없는 사실이다. ;The Commonwealth of Australia was formally granted independence on Jan. 1st 1901 joining the British Commonwealth and becoming a staunch ally of Britain. Its fortunes since that time have been mixed while its economy has grown steadily since independence it suffered heavy losses during the Great War suffering the greatest casualties in proportion to total number of troops involved of any of the Allies during the war. Nevertheless it was through the Great War that the ANZAC (Australian and New Zealand Army Corps) won a reputation for outstanding bravery surpassed by none serving with distinction in Palestine and Flanders while forever embedding the peninsula of Gallipoli in Australian folklore. The boom period of the 1920's ended with disaster as the Great Depression ruined Australia's economy and at its worst put up to a third of the country's workers out of a job. By 1936 theAustralian economy is still suffering from the depression and Australia is by no means ready for war. Yet should war come no one doubts they will continue to stand by Britain.;;;;;;;;;X
AUS_DESC;제 1차 세계대전 이후 오스트리아의 영토는 독일의 중심부로 축소되었다. 1918년 11월 12일에 공화국이 선포되었다. 임시 국회는 임시 헌법을 제정하고 과거의 다수결정제를 비례대표제로 바꾸면서 여성의 투표권을 인정하였고 사회민주주의자 Karl Renner를 1919년부터 20년까지 1년간의 지도자로 지목하며 연립 정부를 구성하였다. 국회와 정부의 목표는 독일과의 통일이었으나 전승국들의 결정에 의하여 무산되었다. 오스트리아를 연방 국가로 선언한 새 헌법은 1920년에 채택되었다. 그리고 그 후의 선거에서 사회민주당은 보수주의적 기독교 사회당에게 그 자리를 내주어야만 했다. 그러나 새 정부는 새로운 연방을 안정화시키는 데 실패하였다. 심각한 경제 문제라는 배경 하에 사회는 공화주의 보호동맹 하의 극좌파와 조국 방위대(Heimwehr) 의 극우파로 양분되었다. 그리하여 오스트리아는 여러 번 내전의 위기에 몰렸다. 1929년에 대통령의 역할 신장을 목적으로 한 헌법의 개정은 국가를 안정시키기 위함이었다. 1930년대 초반에 오스트리아에서도 나치당이 득세하였다. 보수주의 총리였던 Engelbert Dollfuß는 나치당의 성공을 헌법을 폐지하고 독재 정권을 세우는 기회로 삼았다. 사회적 불안 이후 1934년 Dollfuß는 자신의 정당을 제외한 모든 정장을 금지시키고 파시스트 국가들을 모델으로 새 헌법을 제정하였다. 그러나 그는 1934년 7월 25일 일어난 쿠데타 시도 중 살해당했다. 그의 후임 Karl Schuschnigg는 독일과의 긴장상태를 완화시키고 오스트리아의 주권을 지키려 노력하는 한편 그의 정책을 이어나갔다. ;After World War One Austria had been reduced to its German core land. On November 12th1918 the republic was proclaimed. The provisorical national assembly created a preliminary constitution and appointed a coalition government under the social democrat Karl Renner (1919/20) replacing the previous majory vote system by a system of proportional representation including suffrage for women. Goal of national assembly and government was the unification with Germany made impossible however by decisions of the war's victors. A constitution declaring Austria a federal state was installed in 1920. In the election held thereafter the social democrats lost to the conservative Christian Socials who would become the dominating power in Austrian politics in the following years. Their governments however didn't succeed in stabilizing the young republic. Before the background of great economic problems the society drifted to the radical lefts (Republican Protection League) and rights (Heimwehr). Several times Austria was on the brink of civil war. A change of the constitution in 1929 to strengthen the role of the president was designed to further stabilize the country. In the early 1930s the Nazis gained support in Austria too. Conservative Chancellor Engelbert Dollfuss took the Nazi's successes as an opportunity to abolish the constitution and erect an authoritarian regime. After unrests in 1934 Dollfuss banned all parties except his own Vaterlaendische Front and installed a constitution after fascist rolemodels. He was killed however during a coup attempt on July 25th 1934. His successor Karl Schuschnigg continued his policy seeking to settle tensions with Germany and to protect Austria's sovereignty.;;;;;;;;;X
AZB_1914_DESC;아제르바이잔은 페르시아어로 '불의 땅'이라는 의미다. 고대로부터 이곳의 석유 매장이 확인되었기 때문이다. 1870년대 이후 이 지역에선 석유산업이 크게 발전했으며 많은 부를 가져왔다. 그러나 정치면에서는 그렇지 않았다. 아제르바이잔인들은 투르크계의 이슬람교도들이었다. 그러나 그들의 땅은 수백년간 오스만 투르크 페르시아 러시아들의 각축장이 되었다. 1828년 이후에야 그리고 그 뒤로 줄곧 러시아가 아제르바이잔의 대부분을 지배하에 두었다. 그러나 러시아에 혁명이 일어남에 따라 러시아 정권도 붕괴하였고 이는 아제르바이잔인들의 독립에 대한 열망을 불러일으켰다. 그들에게 선택의 기회가 주어졌다. 어떤 이들은 평화를 유지하기 위해 조지아와 아르메니아의 다른 캅카스인들과 연방을 이루어야한다고 주장한다. 다른 이들은 크리스트교도와의 동맹을 비난하고 오스만 투르크 제국의 투르크인 형제들과 합류해야한다고 주장한다. 적백내전에서 서로 다른 파벌들의 투쟁들은 아제르바이잔인들에게 위험과 기회를 동시에 제시한다. 그들은 어떤 선택을 해야할 것인가? ;Azerbaijan means 'Land of Fire' in the Persian language in honour of the petroleum deposits which have been known here since ancient times. Since the 1870s the oil industry has been massively developed bringing great prosperity to the region. However in the political arena things are not so promising. The Azeri people are Muslims of Turkic origin but their land has been fought over by Ottomans Persians and Russians for centuries. In 1828 the Russians finally took control over most of Azerbaijan and have ruled it ever since. However the collapse of Russian power following the Revolution has thrust independence on the Azeri people and presented them with a choice. Some favour joining with the other Caucasus peoples in Georgia and Armenia creating a Federation to preserve peace. Others decry an alliance with Christians and instead argue that Azerbaijan should join with their fellow-Turks in the Ottoman Empire. The struggles of the different factions in the Russian Civil War also present both an opportunity and a threat to the Azeris. What should their decision be?;;;;;;;;;X
