TUTORIAL_MAIN_DESC;Á¶½É½º·¹ ¸»ÇØº¸ÀÚ¸é 'Darkest Hour'´Â ¿ä±¸ÇÏ´Â °ÍÀÌ ¸¹Àº °ÔÀÓÀÔ´Ï´Ù. ´ç½ÅÀº Á¤Ä¡, ¿Ü±³, °æÁ¦ ¹× °úÇÐ ¿¬±¸¸¦ ÅëÇÑ ³»Á¤ ±×¸®°í ±¹Á¦Àû ±Ô¸ðÀÇ Á¤º¹ °ú Àü¼úÀû º´·Â ¿î¿ëÀ» Á÷Á¢ ÇØ¾ß¸¸ ÇÕ´Ï´Ù. ±×·¯³ª ±× Èûµç µµÀüÀº ´ç½ÅÀÌ ¿øÇØ¿Ô´ø ¼¼°è ÃÖ°íÀÇ 2Â÷¼¼°è´ëÀü ½Ã¹Ä·¹ÀÌ¼Ç-'Darkest Hour'-¶ó´Â Å« º¸»óÀ» ¹Þ°Ô µÉ °ÍÀÔ´Ï´Ù. ½Â¸®¶ó´Â ¸ñÇ¥¸¦ ÇâÇÑ ±æÀº ´ç½Å ÀÚ½Å¿¡°Ô ¹«ÇÑÇÑ °¡´É¼ºÀ¸·Î ¿­·Á ÀÖ½À´Ï´Ù! ±×¸®°í ÀÌ °­ÀÇµéÀº ½Â¸®¸¦ ÇâÇÑ Ã¹ ¹ß°ÉÀ½ÀÌ µÉ °ÍÀÔ´Ï´Ù. ÀÌ °­ÀÇµéÀº ´ç½ÅÀÌ ±¹°¡¸¦ ¿î¿ëÇÏ°í ´Ù¸¥ ±¹°¡¸¦ Á¤º¹ÇÏ´Â ±âÃÊÀûÀÎ ºÎºÐÀ» ¼³¸íÇÕ´Ï´Ù. Á» ´õ ¸¹Àº ºÎºÐÀÌ ÇÊ¿äÇÏ´Ù¸é ÆÐÅ°Áö¾È¿¡ ÀÖ´Â ¸Þ´º¾óÀÌ³ª ¿ì¸®ÀÇ À¥»çÀÌÆ®(Paradoxplaza.com)¸¦ ÂüÁ¶ÇÏ½Ê½Ã¿À. ±¹³»¿¡¼­ Á¤º¸¸¦ Ã£À¸½Å´Ù¸é http://cafe.daum.net/Europa ¸¦ ÃßÃµ ÇÕ´Ï´Ù. ;On peut affirmer sans détours que Hearts of Iron II exige beaucoup des joueurs. On attend de vous des décisions politiques, diplomatiques, il vous faut gérer la production et la recherche à un niveau national comme international, mais aussi maîtriser l'art de la conquête et du combat tactique. En retour, Hearts of Iron vous apporte une satisfaction considérable, en ce qu'il offre la simulation la plus réaliste qui soit de toute la période couvrant la Seconde Guerre mondiale. Il vous offre un nombre illimité d'options qui vous permettront de fouler les sentiers de la gloire. Nous vous recommandons, pour mieux débuter, de consulter ce didacticiel . Il vous explique toutes les fonctions principales du jeu. Si vous souhaitez avoir des informations plus précises, veuillez consulter le manuel de jeu, ou visiter nos forums sur Paradoxplaza.com;Darkest Hour è sicuramente un gioco molto impegnativo. Dovrai gestire la politica, la diplomazia, la produzione e la ricerca a livello nazionale e internazionale, ma anche fare conquiste e affrontare combattimenti tattici. Dietro ogni grande sfida si nasconde però una grande ricompensa. Darkest Hour ti offre la simulazione più realistica dell'epoca della Seconda Guerra Mondiale, permettendoti di tracciare il tuo sentiero di gloria attraverso un'infinità di possibili strade. Per cominciare con facilità ti consigliamo di seguire questo tutorial, dove troverai spiegazione a tutte le principali caratteristiche del gioco. Per ulteriori dettagli, consulta il manuale di gioco oppure visita i nostri forum all'indirizzo www.paradoxplaza.com.;No hay duda al decir que Darkest Hour es un juego muy exigente. Tendrás que ocuparte de la política, la diplomacia, la producción y la investigación en el ámbito nacional e internacional, así como dominar la conquista y el combate táctico. Pero los grandes desafíos conllevan grandes recompensas, así que Darkest Hour te ofrece la simulación más realista de la época de la II Guerra Mundial que hubieras podido desear. Te proporciona infinitas formas de recorrer tu propio sendero de gloria. Para hacer más fácil el empezar a jugar te recomendamos este tutorial, que explica todas las características principales del juego. Para obtener una información más exhaustiva, te rogamos que leas el manual del juego o visites nuestros foros en Paradoxplaza.com;Darkest Hour ist ein ausgesprochen anspruchsvolles Spiel. Sie bestimmen die Politik, üben sich in Diplomatie und steuern die Produktion und die Forschungsarbeiten auf nationaler und internationaler Ebene. Darüber hinaus bestimmen Sie natürlich den Lauf des Krieges mit und üben sich im taktischen Kampf. Wer sich diesen Herausforderungen stellt, den erwartet die realistischste Darstellung des Zweiten Weltkrieges, die man sich vorstellen kann. Hier schafft sich jeder seinen eigenen Weg zum Sieg. In diesem Tutorial erklären wir Ihnen die wichtigsten Funktionen des Spiels. Weiterführende Informationen finden Sie im Handbuch zum Spiel oder besuchen Sie unsere Foren unter Paradoxplaza.com. ;Mo¿na powiedzieæ, ¿e  Darkest Hour to bardzo wymagaj¹ca gra. Bêdziesz musia³ zarz¹dzaæ polityk¹ wewnêtrzn¹, dyplomacj¹, produkcj¹, badaniami oraz poznaæ taktykê ataku i obrony swoich granic. Du¿e wyzwanie  to du¿a satysfakcja – Darkest Hour jest najdok³adniejsz¹ symulacj¹ drugiej wojny œwiatowej o jakiej mog³eœ marzyæ. Oferuje Ci niezliczone drogi do osi¹gniêcia ostatecznego zwyciêstwa. Aby u³atwiæ Ci rozpoczêcie gry, przygotowaliœmy dla Ciebie ten samouczek. Je¿eli potrzebujesz dok³adniejszych informacji, zajrzyj do instrukcji lub odwiedŸ forum na stronie Paradoxplaza.com.;;Íå áóäåò ïðåóâåëè÷åíèåì ñêàçàòü, ÷òî ê èãðå 'Darkest Hour' ñëåäóåò ïîäõîäèòü î÷åíü ñåðüåçíî. Âàì ïðåäñòîèò óïðàâëÿòü âíóòðåííåé ïîëèòèêîé, äèïëîìàòèåé, ïðîèçâîäñòâîì è èññëåäîâàíèÿìè â ñëîæíîé è áûñòðî ìåíÿþùåéñÿ ìåæäóíàðîäíîé îáñòàíîâêå. Âû òàêæå áóäåòå íåñòè îòâåòñòâåííîñòü çà ñòðàòåãè÷åñêîå ïëàíèðîâàíèå âîåííûõ äåéñòâèé è âûáîð òàêòèêè â îòäåëüíûõ ñðàæåíèÿõ. Ýòî íåïðîñòî, çàòî âçàìåí âû ïîëó÷àåòå âîçìîæíîñòü ïðèíèìàòü ðåøåíèÿ â ñàìîé ïðèáëèæåííîé ê ðåàëüíîñòè îáñòàíîâêå, êàêóþ òîëüêî ìîæíî ñîçäàòü â êîìïüþòåðíîé èãðå, è âûáðàòü òîò ïóòü, êîòîðûé ïðèâåäåò âàøó ñòðàíó ê ïîáåäå âî Âòîðîé ìèðîâîé âîéíå. Ýòè ó÷åáíûå ñöåíàðèè ïîìîãóò âàì ðàçîáðàòüñÿ â îñíîâàõ èãðû. Áîëåå ïîäðîáíóþ èíôîðìàöèþ âû ìîæåòå íàéòè â ðóêîâîäñòâå èëè íà îôèöèàëüíûõ ôîðóìàõ èãðû.;;;X
##;;;;;;;;;;;X
TUTORIAL_DESC_1;´ç½ÅÀÌ ¼¼°è´ëÀü¿¡ °³ÀÔ ÇÒ ¼ö ÀÖµµ·Ï °£·«ÇÑ º¸°í¸¦ ¹ßÇ¥ÇÏ°Ú½À´Ï´Ù. ;Brève présentation d'un monde en guerre dans lequel vous vous apprêtez à entrer :;Una breve presentazione della Guerra Mondiale che stai per cominciare;Una breve exposición del mundo bélico en el que estás a punto de entrar;Eine kurze Beschreibung der vom Krieg gebeutelten Welt, in die wir Sie jetzt führen werden;Ogólna prezentacja œwiata gry;;Êðàòêîå îïèñàíèå ìèðà èãðû è îñíîâû èãðîâîãî ïðîöåññà;;;X
TUTORIAL_DESC_2;¿Ü±³¸¦ ¼öÇàÇÏ°í ±¹³» Á¤Ä¡¸¦ ¿î¿ëÇÏ´Â ¹æ¹ý¿¡ ´ëÇØ ¹è¿öº¾½Ã´Ù. ;Apprenez à utiliser la diplomatie et à participer à la politique de votre pays;Impara a gestire la diplomazia e la politica nazionale;Aprende a dirigir la diplomacia y la política nacional;Diplomatie und nationale Politik;Naucz siê prowadziæ politykê wewnêtrzn¹ i zagraniczn¹;;Îñíîâû äèïëîìàòèè è âíóòðåííåé ïîëèòèêè;;;X
TUTORIAL_DESC_3;±¹°¡ÀÇ °æÁ¦/°ø¾÷ ´É·ÂÀ» ¿î¿ëÇÏ´Â ¹æ¹ý¿¡ ´ëÇØ ¹è¿öº¾½Ã´Ù. ;Apprenez à gérer les points de production d'un pays;Impara a dirigere la produttività industriale di una nazione;Aprende a gestionar la capacidad industrial de un país;Einsatz der industriellen Ressourcen eines Landes;Naucz siê zarz¹dzaæ potêg¹ przemys³ow¹ swojego pañstwa;;Îñíîâû óïðàâëåíèÿ ïðîèçâîäñòâîì;;;X
TUTORIAL_DESC_4;»õ ±â¼ú°ú ÀüÅõ±³¸®¸¦ °³¹ßÇÏ´Â ¹æ¹ý¿¡ ´ëÇØ ¹è¿öº¾½Ã´Ù. ;Apprenez à développer de nouvelles doctrines et technologies;Impara a sviluppare nuove tecnologie e dottrine;Aprende a desarrollar nuevas tecnologías y doctrinas;Entwicklung neuer Technologien und Doktrinen;Naucz siê rozwijaæ nowe technologie i doktryny walki.;;Îñíîâû íàó÷íî-òåõíè÷åñêèõ èññëåäîâàíèé;;;X
TUTORIAL_DESC_5;'Darkest Hour'ÀÇ ±âº»ÀûÀÎ ÀüÀï ¼öÇà¿¡ ´ëÇØ ¹è¿öº¾½Ã´Ù. ;Apprenez les techniques de guerre élémentaires de Hearts of Iron II;Impara i principi base della guerra in Darkest Hour;Aprende los fundamentos de la guerra en Darkest Hour;Grundlagen der Kriegsführung in Darkest Hour;Poznaj podstawy prowadzenia wojny w Darkest Hour;;Îñíîâû âåäåíèÿ âîåííûõ äåéñòâèé;;;X
TUTORIAL_DESC_6;ÀüÀïÀ» ¼öÇàÇÒ ¶§ È¿°úÀûÀÎ °í±Þ Àü¼ú¿¡ ´ëÇØ ¹è¿öº¾½Ã´Ù. ;Consultation des options avancées des techniques de guerre;Uno sguardo alle opzioni di guerra avanzate;Un vistazo a las opciones avanzadas al librar una guerra;Ein Blick auf die Optionen für Fortgeschrittene;Poznaj niuanse prowadzenia wojen.;;Äîïîëíèòåëüíûå âîçìîæíîñòè âåäåíèÿ âîåííûõ äåéñòâèé;;;X
TUTORIAL_BATTLESCENARIOS;ÀÏ´ÜÀº ÀüÅõ¿¡ ´ëÇÑ °Í¸¸ ¹è¿öº¸°í ½Í½À´Ï´Ù. ;Pour l'instant, j'aimerais simplement découvrir l'art de la guerre;Per ora, voglio imparare solo qualcosa sulla guerra;De momento sólo quiero saber sobre la guerra;Im Moment möchte ich nur etwas über die Kriegsführung lernen;Na razie wystarcz¹ mi zasady prowadzenia wojny.;;Ñåé÷àñ ÿ õî÷ó òîëüêî íàó÷èòüñÿ âîåâàòü;;;X
##;;;;;;;;;;;X
FETUTORIAL_1;°³¿ä & ÀÎÅÍÆäÀÌ½º ;Interface;Interfaccia;Interfaz;Benutzeroberfläche;Interfejs;;Îáùèå ñâåäåíèÿ;;;X
FETUTORIAL_2;¿Ü±³¿Í Á¤Ä¡ ;Diplomatie et gouvernement;Diplomazia e Governo;Diplomacia y gobierno;Diplomatie und die Regierung;Dyplomacja i rz¹d;;Äèïëîìàòèÿ è ïðàâèòåëüñòâî;;;X
FETUTORIAL_3;»ý»ê ;Production;Produzione;Producción;Produktion ;Produkcja;;Ïðîèçâîäñòâî;;;X
FETUTORIAL_4;¿¬±¸ ;Recherche;Ricerca;Investigación;Forschung;Badania;;Èññëåäîâàíèÿ;;;X
FETUTORIAL_5;±âº» ÀüÅõ±â¼ú ;Conduite élémentaire de la guerre;Guerra di base;Guerra básica;Grundlagen der Kriegsführung;Podstawy walki;;Îñíîâû âîåííûõ äåéñòâèé;;;X
FETUTORIAL_6;Áøº¸µÈ ÀüÅõ±â¼ú ;Conduite avancée de la guerre;Guerra avanzata;Guerra avanzada;Kriegsführung f. Fortgeschrittene;Zaawansowana walka;;Ñëîæíûå âîåííûå ïðèåìû;;;X
FETUTORIAL_7;¸ÞÀÎÀ¸·Î µ¹¾Æ°¡±â ;RETOUR AU MENU PRINCIPAL;MENU PRINCIPALE;VOLVER AL PRINCIPAL;ZURÜCK ZUM HAUPTMENÜ;Powrót do g³ównego menu;;ÃËÀÂÍÎÅ ÌÅÍÞ;;;X
##;;;;;;;;;;;X
############## TUTORIAL ##################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  Tutorial Chapter 1;;;;;;;;;;;X
TUTORIAL_1_A1_NAME;Æ©Åä¸®¾ó¿¡ ¿À½Å °ÍÀ» È¯¿µÇÕ´Ï´Ù! ;;;;;;;;;;X
TUTORIAL_1_A1_DESC;Æ©Åä¸®¾óÀÇ Ã¹ Àå¿¡¼­ ¿ì¸®´Â 'Heart Of Iron 2'¸¦ °£´ÜÈ÷ µÑ·¯º¸°í ÀÌ °ÔÀÓÀÌ ¹«¾ùÀ» Á¦°øÇÏ¸ç, ±âº»ÀûÀÎ ÀÎÅÍÆäÀÌ½ºµéÀ» ¾î¶»°Ô »ç¿ëÇÏ´ÂÁö ¹è¿ì°Ô µÉ °ÍÀÔ´Ï´Ù. °­ÀÇ¸¦ °è¼Ó º¸°í ½ÍÀ¸¸é ÀÌÁ¦ºÎÅÍ ¼³¸íÇÏ´Â ´ë·Î µû¶óÇÏ±â¸¸ ÇÏ¸é µË´Ï´Ù. ¿£ÅÍÅ° Ç¥½Ã°¡ ³ªÅ¸³ª¸é ±×°ÍÀ» Å¬¸¯ÇÏ°Å³ª °£´ÜÈ÷ ¿£ÅÍ¸¦ ´©¸£¸é °­ÀÇ¸¦ °è¼Ó º¼ ¼ö ÀÖ½À´Ï´Ù. ¸¸ÀÏ °­ÀÇ¸¦ ³¡³»°í ½Í´Ù¸é ¾ðÁ¦µçÁö ESCÅ°¸¸ ´©¸£¸é Æ©Åä¸®¾ó ¸Þ´º·Î ºüÁ®³ª°¥ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A2_NAME;¸ÞÀÎ Áöµµ º¸±â ;;;;;;;;;;X
TUTORIAL_1_A2_DESC;¿©±â´Â ´ç½ÅÀÌ °ÔÀÓÀ» ÇÏ¸é¼­ °¡Àå ¸¹Àº ½Ã°£À» ÇÒ¾ÖÇÏ°Ô µÉ ¸ÞÀÎ Áöµµ¸¦ º¸¿©ÁÖ´Â È­¸éÀÔ´Ï´Ù. ±×¸®°í ÀÌ°÷ÀÌ ¹Ù·Î ´ç½ÅÀÇ ¿ø´ëÇÑ ²ÞÀ» ½ÇÇöÇÒ ¼ö ÀÖ´Â Àå¼Ò°¡ µÉ °ÍÀÔ´Ï´Ù. ÀÌ °ÔÀÓÀÇ °¡Àå ÁÖµÈ ¿ä¼Ò´Â ¼¼°è ÁöµµÀÌ¸ç, ÀÌ Áöµµ´Â ´ç½ÅÀÌ ¾ÕÀ¸·Î ½Î¿ì°Ô µÉ ¼öÃµ°³ÀÇ Áö¿ªÀ¸·Î ³ª´µ¾îÁ® ÀÖ½À´Ï´Ù. ÀÌ Áö¿ª¿¡´Â °øÀå°ú ¿ä»õ, °øÇ×°ú ·ÎÄÏ±âÁö°¡ ¼û¾î ÀÖ½À´Ï´Ù. ÀÚ, Áöµµ¿¡ ÀÖ´Â º´»çµéÀ» º¸½Ê½Ã¿À. ´ç½ÅÀÌ ¾ÕÀ¸·Î ¹ú¾îÁú ÀüÀï¿¡¼­ ÀÌ º´»çµéÀ» ÁöÈÖÇÏ°Ô µÉ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A3_NAME;³¯Â¥/Á¤Áö ¹öÆ° ¹× ¸Þ´º ¹öÆ° ;;;;;;;;;;x
TUTORIAL_1_A3_DESC;¿©±â¼­ ´ç½ÅÀº ³¯Â¥/Á¤Áö ¹öÆ°À» Ã£À» ¼ö ÀÖ½À´Ï´Ù. ´ç½ÅÀÌ ÀÌ°ÍÀ» »ç¿ëÇØ °ÔÀÓ¼Óµµ¸¦ Á¶ÀýÇÏ´Â °ÍÀ» ÀÍÈ÷´Â °ÍÀº ÇÊ¼öÀÔ´Ï´Ù. °ÔÀÓ³»¿¡¼± ½ÇÁ¦½Ã°£º¸´Ù ÈÎ¾À »¡¶ó¼­, ¿ª»ç»óÀ¸·Î´Â ¸¹Àº ³¯ÀÌ °É·È´ø °áÁ¤µéÀÌ ¼ö½Ê ÃÊ ³»¿¡ ´ç½Å¿¡ ÀÇÇØ¼­ ¸¸µé¾î Á®¾ß ÇÒ °ÍÀÔ´Ï´Ù. °ÔÀÓÀ» ¶§¶§·Î ÀÏ½ÃÁ¤Áö½ÃÅ°°í, ¹öÆ°¿¡ ´ë°í ¸¶¿ì½º¿À¸¥ÂÊ¹öÆ°À» ´­·¯¼­ ½Ã°£¼³Á¤À» ¹Ù²Ù´Â °ÍÀ¸·Î ´ç½ÅÀº »ý°¢°ú ¸í·ÉÀ» ³»¸± ½Ã°£À» °®°Ô µÉ °ÍÀÔ´Ï´Ù. ´ç½ÅÀº ¶ÇÇÑ Å°º¸µåÀÇ <pause> Å°¸¦ ´­·¯¼­ ÀÏ½ÃÁ¤ÁöÇÒÁö ¾ÈÇÒÁö ÇÒ ¼ö ÀÖ°í, Ctrl Å°¿Í ¼ýÀÚÅ°ÆÐµåÂÊÀÇ +/- ¸¦ ´­·¯¼­ ¼Óµµ¸¦ ¹Ù²Ü ¼ö ÀÖ½À´Ï´Ù. ¸Þ´º ¹öÆ°Àº ´ç½ÅÀÌ °ÔÀÓÀ» ÀúÀåÇÏ°í, ¼³Á¤À» ¹Ù²Ù°Å³ª °ÔÀÓÀ» ±×¸¸µÎ±â À§ÇØ »ç¿ëÇÕ´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A4_NAME;Ãø¸é»óÅÂÃ¢(Sidebar) ;;;;;;;;;;X
TUTORIAL_1_A4_DESC;ÀÌ°ÍÀº ´ç½ÅÀÇ Áö¿ª°ú À°±ººÎ´ë°¡ ¾îµø´ÂÁö º¸°í °ü¸®ÇÕ´Ï´Ù. ±×¸®°í ÀüÅõ°¡ ÀÏ¾î³ª´Â Àå¼ÒÀÇ ¼¼ºÎ»çÇ×µéÀ» ¾Ë ¼ö ÀÖ½À´Ï´Ù. °Ç¼³·Î Áö¿ªÀ» °³¼±½ÃÅ°°í, ´ç½ÅÀÇ ±º´ë¸¦ Æí¼ºÇÏ°í, À°±ºÀ» »ó·ú¼ö¼ÛÇÔ¿¡ Å¾½Â½ÃÅ°°í, ³«ÇÏ»êºÎ´ë¸¦ ¼ö¼Û±â¿¡ Å¾½Â½ÃÅ°´Â - ±×°ÍµéÀ» ¸ðµÎ Ãø¸é»óÅÂÃ¢(Sidebar)¿¡¼­ ÇÏ°Ô µË´Ï´Ù. ¿©±âÀú±â ÀÚÀ¯·Ó°Ô ´­·¯º¸°í ´À²¸¼¼¿ä. ´ç½ÅÀº, ¿¹¸¦ µé¸é, º£¸¦¸° Áö¿ª°ú º£¸¦¸°¿¡ ÀÖ´Â ±º´ë¿Í ±× ¾È¿¡ »ç´ÜµéÀÇ ¸í·ÉÀ» º¸°í Á¶Á¾ÇÒ ¼ö ÀÖ½À´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A5_NAME;¸ñ·Ï ¹öÆ° ;;;;;;;;;;X
TUTORIAL_1_A5_DESC;Ãø¸é»óÅÂÃ¢ À§¿¡ ¹öÆ°µéÀº ´ç½ÅÀÇ Áö¿ª, À°±º, °ø±º, ÇØ±º µî¿¡ °üÇÑ ¸ñ·ÏÀ» º¸¿©ÁÝ´Ï´Ù. ´ç½ÅÀº È°µ¿ÁßÀÎ ¸ðµç ÀüÅõ ¸ñ·Ï°ú ¹èÄ¡µÇÁö ¾ÊÀº »ç´ÜÀÌ ÀÖ´Â º´·Â ´ë±â¼Ò¸¦ º¼ ¼ö ÀÖ½À´Ï´Ù. ¹«¾ùÀ» ´õ º¼ ¼ö ÀÖÀ»Áö ´ç½ÅÀÌ Ã£¾Æº¸¼¼¿ä. ;;;;;;;;;;X
TUTORIAL_1_A6_NAME;¹Ì´Ï¸Ê ;;;;;;;;;;X
TUTORIAL_1_A6_DESC;¹Ì´Ï¸ÊÀº ºü¸£°Ô ¼¼°è ¿©±âÀú±âÀ» Ã£½À´Ï´Ù. ¿À¸¥ÂÊ¿¡ ¸ÞÀÎ¸ÊÀ» È®´ë/Ãà¼Ò ÇÏ±â À§ÇÑ ¹öÆ°ÀÌ ÀÖ½À´Ï´Ù. ´ç½ÅÀº ¶ÇÇÑ ¼ýÀÚÅ°ÆÐµåÀÇ + ¿Í - Å°¸¦ ´­·¯¼­ Å°º¸µå·Î È®´ë/Ãà¼Ò ÇÒ ¼ö ÀÖ½À´Ï´Ù. ¾Æ·¡ÀÇ ¹öÆ°À¸·Î´Â Áöµµ¹æ½ÄÀ» ¼±ÅÃÇÒ ¼ö ÀÖ½À´Ï´Ù. Áöµµ¹æ½ÄÀº À§Ä¡ÀûÀ¸·Î¿Í ÃÑÃ¼ÀûÀ¸·Î ¾çÂÊÀ¸·Î ´Ù¸¥ ¸ð½ÀÀ» º¸¿©ÁÝ´Ï´Ù. °è¼ÓÇÏ±â Àü¿¡ ±×°ÍÀ» ÀÚÀ¯·Ó°Ô ÇØº¸°í ´À³¢¼¼¿ä. ¾È°³(fog-of-war)·Î °¡·ÁÁø ¾îµÎ¿î Áö¿ªÀº ÀÌ¿ëÇÒ ¼ö ÀÖ´Â Á¤º¸°¡ Á¦ÇÑµÇ¾î ÀÖ½À´Ï´Ù. ¹Ì´Ï¸Ê¿¡ ´ë°í ¸¶¿ì½º¿À¸¥ÂÊ¹öÆ°À» ´­¸£¸é ¹Ì´Ï¸Ê»ó¿¡ ´ç½ÅÀÇ ¸ðµç À°±ººÎ´ë,°ø±ººÎ´ë,ÇØ±ººÎ´ë¸¦ º¼ ¼ö ÀÖ½À´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A7_NAME;¿ª»ç±â·Ï ;;;;;;;;;;X
TUTORIAL_1_A7_DESC;Áß¿äÇÑ ÀÌº¥Æ®´Â °ÔÀÓ±â·Ï¿¡¼­ Á¦Ãâ¹Þ½À´Ï´Ù. ¸Þ½ÃÁö¿¡ ´ë°í ¸¶¿ì½º¿À¸¥ÂÊ¹öÆ°À» ´©¸£¸é ´ç½ÅÀº ´ç½ÅÀÇ ÁÖ¹®¿¡ µû¶ó ¾î¶² À¯ÇüÀÇ Á¤º¸¸¦ Á¦Ãâ¹Þ¾Æ¾ß ÇÏ´ÂÁö ¸¸µé ¼ö ÀÖ½À´Ï´Ù. ¸Þ½ÃÁö ¼³Á¤Àº ¶ÇÇÑ ¸Þ´ºÀÇ È¯°æ¼³Á¤ ¾È¿¡¼­ ÇÒ¼ö ÀÖ½À´Ï´Ù. ½ÇÁ¦·Î °ÔÀÓÀ» ÇÒ ¶§ ´ç½ÅÀº ¾Æ¸¶ °ú´ÙÇÑ Á¤º¸·Î ÀÎÇØ Áß¿äÇÑ Á¤º¸¸¦ ³õÄ¡´Â °ÍÀ» ÇÇÇÏ±â À§ÇØ ¸Þ½ÃÁö ¼³Á¤À» ÇÏ°Ô µÉ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A8_NAME;»ó´Ü»óÅÂÃ¢(Topbar) ;;;;;;;;;;X
TUTORIAL_1_A8_DESC;È­¸éÀÇ ÃÖ»óÀ§¿¡¼­ ´ç½ÅÀº ´ç½ÅÀÇ ÀÚ¿ø£¬ºÒ¸¸µµ, ¼ö¼Û·Â°ú °ø¾÷·Â °°Àº Áß¿äÇÑ °¡Ä¡¸¦ ´ë·« º¼ ¼ö ÀÖ½À´Ï´Ù. ºÒ¸¸µµ´Â ´ç½ÅÀÇ ±¹°¡³»¿¡ ¹Ý¿ªÇÏ·Á´Â °æÇâÀ» ³ªÅ¸³À´Ï´Ù. ¼ö¼Û·ÂÀº ¼¼°è¿¡ ÆÛÁ®ÀÖ´Â ´ç½ÅÀÇ ±º´ë·Î º¸±ÞÇ°À» ³ª¸£´Â ´É·ÂÀÔ´Ï´Ù. °ø¾÷·ÂÀº »ý»ê¿¡ ÀÌ¿ëÇÒ ¼ö ÀÖ´Â °øÀåÀÇ ÀÛ¾÷°ø°£µéÀ» ¹¦»çÇÕ´Ï´Ù. È®ÀåµÈ ¼³¸í°ú Á¤º¸¸¦ ¾Ë±â À§ÇØ ¾ÆÀÌÄÜÀ§¿¡ ¸¶¿ì½ºÆ÷ÀÎÅÍ¸¦ ´ë¾îÁÖ¼¼¿ä. ÀÌÁ¦ºÎÅÍ ±â¼úÈ­¸éÀ» º¸·¯ °©´Ï´Ù. ±â¼ú ÅÇÀ» ´©¸£¼¼¿ä. ;;;;;;;;;;X
TUTORIAL_1_A9_NAME;±â¼ú È­¸é ;;;;;;;;;;X
