U72;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1175014;박당 조선소 ;100535;3;1960;1970;technical_efficiency;naval_engineering;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175015;하이퐁 시멘트 ;100536;2;1930;1970;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175016;자럼 기계 작업장 ;100537;2;1930;1956;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175017;하노이 공작기계 공장 ;100538;2;1957;1970;industrial_engineering;management;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175018;하이퐁 조선소 ;100539;2;1930;1970;naval_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175019;레쫑떤;100540;5;1954;1970;large_unit_tactics;combined_arms_focus;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175020;레반티엠;100541;4;1949;1970;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175021;LILAMA ;100542;2;1960;1970;industrial_engineering;chemistry;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175022;르엉딘꾸어;100543;4;1954;1970;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175023;송다 건설회사 ;100544;2;1961;1970;industrial_engineering;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175024;따꽝브우;100545;2;1945;1970;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175025;타이 응우옌 제철소 ;100546;3;1959;1970;industrial_engineering;chemistry;mechanics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175026;쩐다이응이어;100547;4;1946;1970;artillery;general_equipment;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175027;베르너 슐츠 ;100548;1;1945;1956;training;piloting;aeronautics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175028;베트남 항공 ;100549;2;1956;1970;aeronautics;technical_efficiency;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175029;베트남 병기창 ;100550;2;1930;1954;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175030;베트남 과학 군사 기술 학회 ;100551;2;1947;1970;training;mathematics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175031;베트남 하노이 국립 대학교 ;100552;3;1930;1970;chemistry;management;mathematics;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175032;베트남 인민 공군 ;100553;4;1949;1970;training;fighter_tactics;piloting;aeronautics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175033;베트남 인민 해군 ;100554;2;1955;1970;naval_training;submarine_tactics;small_taskforce_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175034;베트남 철도 ;100555;2;1930;1970;general_equipment;industrial_engineering;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175035;X 제 46 공장 ;100556;2;1949;1970;naval_artillery;naval_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175036;Z 협동공장 ;100557;2;1950;1970;artillery;general_equipment;chemistry;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175037;반 띠엔 중 ;100558;6;1945;1970;management;large_unit_focus;training;large_unit_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
